STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS
MT,MT0069,002,880,PRAIRIE COUNTY LIBRARY,309 GARFIELD AVE,TERRY,59349,M,PRAIRIE,4066355546,CE,NO,1942,R_13,0,R_13,1196,R_13,52,R_13,2014,00,00,00,-105.3144848,46.7915428,30,079,73675,1176,43,1.00,1263,3000,0,0,house,STD,NND
MT,MT0070,002,1262,THOMPSON FALLS PUBLIC LIBRARY,911 MAIN STREET,THOMPSON FALLS,59873,M,SANDERS,4068273547,CE,NO,3000,R_13,0,R_13,1788,R_13,52,R_13,2014,00,00,00,-115.3467771,47.5943719,30,089,73825,11348,43,2.00,5057,3000,0,0,house,STD,NND
MT,MT0071,002,1150,THREE FORKS COMMUNITY LIBRARY,607 MAIN ST,THREE FORKS,59752,M,GALLATIN,4062853747,CE,NO,4500,R_13,0,R_13,2201,R_13,52,R_13,2014,00,00,00,-111.5523560,45.8889730,30,031,73975,94694,43,3.00,3084,3000,14580,1,house,STD,NND
MT,MT0072,002,1074,BROADWATER SCHOOL AND COMMUNITY LIBRARY,201 N SPRUCE ST,TOWNSEND,59644,2215,BROADWATER,4062665060,CE,NO,11000,R_13,0,R_13,2651,R_13,52,R_13,2014,00,00,00,-111.5211230,46.3221060,30,007,74575,5687,43,1.00,1053,3000,0,0,addresspoint,STD,NND
MT,MT0073,002,1152,TWIN BRIDGES PUBLIC LIBRARY,206 S MAIN,TWIN BRIDGES,59754,M,MADISON,4066845416,CE,NO,4864,R_13,0,R_13,2269,R_13,52,R_13,2014,00,00,00,-112.3310346,45.5432387,30,057,75475,7694,43,2.00,2068,3000,0,0,house,ADV,NND
MT,MT0074,002,985,VALIER PUBLIC LIBRARY,400 TETON AVENUE,VALIER,59486,M,PONDERA,4062793366,CE,NO,1734,R_13,0,R_13,2040,R_13,52,R_13,2014,00,00,00,-112.2543775,48.3081741,30,073,76225,6258,43,9772.00,2402,3000,0,0,house,STD,NND
MT,MT0075,002,1153,THOMPSON-HICKMAN COUNTY LIBRARY,217 IDAHO STREET,VIRGINIA CITY,59755,M,MADISON,4068435346,CE,NO,1086,R_13,0,R_13,2000,R_13,52,R_13,2014,00,00,00,-111.9422565,45.2932193,30,057,77125,7694,43,3.00,1478,3000,0,0,house,STD,NND
MT,MT0076,002,1156,WEST YELLOWSTONE PUBLIC LIBRARY,23 N DUNRAVEN STREET,WEST YELLOWSTONE,59758,M,GALLATIN,4066469017,CE,NO,2200,R_13,0,R_13,1696,R_13,51,R_13,2014,00,00,00,-111.1019650,44.6598400,30,031,79525,94694,43,15.00,1067,3000,14580,1,addresspoint,ADV,NND
MT,MT0077,002,1075,MEAGHER COUNTY/CITY LIBRARY,15 FIRST AVENUE SE,WHITE SULPHUR SPRING,59645,9053,MEAGHER,4065472250,CE,NO,2150,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-110.9021995,46.5480640,30,059,80050,1912,43,1.00,1008,3000,0,0,house,STD,NND
MT,MT0079,002,882,WIBAUX PUBLIC LIBRARY,115 S WIBAUX,WIBAUX,59353,M,WIBAUX,4067962452,CE,NO,2460,R_13,0,R_13,2132,R_13,52,R_13,2014,00,00,00,-104.1870490,46.9888210,30,109,80350,1126,43,1.00,1306,3000,0,0,postalcode-sub,PCR,POC
MT,MT0080,002,660,PETROLEUM COUNTY SCHOOL-COMMUNITY LIBRARY,305 SOUTH BROADWAY,WINNETT,59087,M,PETROLEUM,4064292451,CE,NO,2548,R_13,0,R_13,2896,R_13,50,R_13,2014,00,00,00,-108.3519213,47.0009848,30,069,81100,505,43,1.00,1350,3000,0,0,house,ADV,NND
MT,MT0082,002,794,ROOSEVELT COUNTY LIBRARY,220 2ND AVE SOUTH,WOLF POINT,59201,1507,ROOSEVELT,4066532411,CE,NO,4144,R_13,0,R_13,2468,R_13,52,R_13,2014,00,00,00,-105.6388554,48.0890161,30,085,81475,11124,33,9400.01,5000,3000,0,0,house,STD,NND
MT,MT0082,003,800,CULBERTSON PUBLIC LIBRARY,307 BROADWAY AVE.,CULBERTSON,59218,M,ROOSEVELT,4067875275,BR,NO,2500,R_13,0,R_13,876,R_13,52,R_13,2014,00,00,00,-104.5170312,48.1448203,30,085,18475,11124,43,801.00,2116,3000,0,0,street,DGL,POC
MT,MT0082,004,806,FROID BRANCH LIBRARY,101 2ND ST. NORTH,FROID,59226,M,ROOSEVELT,4067662492,BR,NO,2880,R_13,0,R_13,906,R_13,52,R_13,2014,00,00,00,-104.5359140,48.4191210,30,091,00000,3658,43,904.00,2176,3000,0,0,postalcode-sub,PCR,POC
MT,MT0082,005,824,POPLAR CITY LIBRARY,208 3RD AVE WEST,POPLAR,59255,M,ROOSEVELT,4067683749,BR,NO,665,R_13,0,R_13,902,R_13,52,R_13,2014,00,00,00,-105.1993304,48.1109515,30,085,58975,11124,33,9400.02,4061,3000,0,0,street,DGL,POC
MT,MT0083,002,919,BELT PUBLIC LIBRARY,404 MILLARD ST,BELT,59412,M,CASCADE,4062773136,CE,NO,2000,R_13,0,R_13,1560,R_13,52,R_13,2014,00,00,00,-110.9244641,47.3860168,30,013,05275,82404,42,106.00,2046,3000,24500,0,street,DGL,POC
MT,MT0801,002,722,JOLIET PUBLIC LIBRARY,211 E FRONT STREET,JOLIET,59041,M,CARBON,4069623013,CE,NO,1552,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-108.9677472,45.4864848,30,009,39700,10305,42,1.00,2009,3000,13740,0,house,ADV,NND
MT,MT0802,002,1096,HEARST FREE LIBRARY,401 MAIN STREET,ANACONDA,59711,2932,DEER LODGE,4065636932,CE,NO,9000,R_13,0,R_13,2964,R_13,52,R_13,2014,00,00,00,-112.9536491,46.1272914,30,023,01675,9287,33,3.00,3013,3000,0,0,house,STD,NND
MT,MT0803,001,1591,DOROTHY ASBJORNSON COMMUNITY LIBRARY,210 MAIN STREET,WINIFRED,59489,M,FERGUS,4064625425,CE,NO,500,R_13,0,R_13,733,R_13,52,R_13,2014,00,00,00,-109.3764723,47.5594299,30,027,81025,11522,43,301.00,2290,3000,0,0,house,STD,NND
MT,MT0804,001,1572,NORTH JEFFERSON COUNTY LIBRARY DISTRICT,3 NORTH MAIN STREET,CLANCY,59634,9547,JEFFERSON,4069335254,CE,NO,1600,R_13,0,R_13,1546,R_13,52,R_13,2014,00,00,00,-111.9955885,46.4340673,30,043,15100,11505,42,9622.02,2109,3000,25740,1,house,STD,NND
MT,MT0805,001,1630,WHITEFISH COMMUNITY LIBRARY,9 SPOKANE AVENUE,WHITEFISH,59937,2551,FLATHEAD,4068629914,CE,NO,10800,R_13,0,R_13,2134,R_13,52,R_13,2014,00,00,00,-114.3352660,48.4127380,30,029,79825,93125,33,4.01,3005,3000,28060,1,addresspoint,STD,NND
NC,NC0001,010,R-ALBEMARLE-L,LAWRENCE MEMORIAL LIBRARY,204 E DUNDEE ST,WINDSOR,27983,6701,BERTIE,2527942244,BR,NO,5076,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-76.9453668,35.9973213,37,015,74680,20433,41,9604.00,3010,3701,0,0,house,ADV,NND
NC,NC0001,011,R-ALBEMARLE-J,SALLIE H. JENKINS MEMORIAL LIBRARY,302 BROAD ST,AULANDER,27805,M,BERTIE,2523454461,BR,NO,1891,R_13,0,R_13,1248,R_13,52,R_13,2014,00,00,00,-77.1116150,36.2270000,37,015,02580,20433,42,9602.00,1054,3701,0,0,addresspoint,STD,NND
NC,NC0001,012,R-ALBEMARLE-G,GATES COUNTY LIBRARY,14 CYPRESS CREEK DR,GATESVILLE,27938,M,GATES,2523570110,BR,NO,4192,R_13,0,R_13,2106,R_13,52,R_13,2014,00,00,07,-76.7287400,36.4020920,37,073,00000,11675,42,9701.00,3026,3701,47260,0,postalcode-main,NCF,POC
NC,NC0001,013,R-ALBEMARLE-H,HERTFORD COUNTY LIBRARY,303 W TRYON ST,WINTON,27986,M,HERTFORD,2523587855,CE,NO,6052,R_13,0,R_13,2392,R_13,52,R_13,2014,00,00,00,-76.9346480,36.3905460,37,091,75080,24440,42,9502.00,3042,3701,0,0,postalcode-sub,PCR,POC
NC,NC0001,014,R-ALBEMARLE-A,AHOSKIE PUBLIC LIBRARY,210 E CHURCH ST,AHOSKIE,27910,3518,HERTFORD,2523325500,BR,NO,1770,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-76.9851550,36.2838900,37,091,00500,24440,32,9504.02,3036,3701,0,0,addresspoint,STD,NND
NC,NC0001,015,R-ALBEMARLE-M,ELIZABETH SEWELL PARKER LIBRARY,213 E MAIN ST,MURFREESBORO,27855,1324,HERTFORD,2523984494,BR,NO,5000,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-77.0986750,36.4423110,37,091,45640,24440,32,9501.00,2029,3701,0,0,addresspoint,STD,NND
NC,NC0001,016,R-ALBEMARLE-N,NORTHAMPTON COUNTY MEMORIAL LIBRARY,207 W JEFFERSON ST,JACKSON,27845,9432,NORTHAMPTON,2525343571,BR,NO,8380,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-77.4222460,36.3895420,37,131,34000,20803,42,9203.00,5010,3701,40260,1,addresspoint,STD,NND
NC,NC0002,005,R-APPALACHIAN-W,WATAUGA COUNTY PUBLIC LIBRARY,140 QUEEN ST,BOONE,28607,3584,WATAUGA,8282648784,BR,NO,16043,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-81.6825317,36.2193373,37,189,07080,52317,32,9204.00,2015,3705,14380,1,house,STD,NND
NC,NC0002,007,R-APPALACHIAN-A,ASHE COUNTY LIBRARY,148 LIBRARY DR,WEST JEFFERSON,28694,9793,ASHE,3368462041,BR,NO,27958,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-81.4932000,36.4003930,37,009,72540,27148,41,9704.00,2026,3705,0,0,addresspoint,ADV,NND
NC,NC0002,008,R-APPALACHIAN-WI,WILKES COUNTY LIBRARY,215 10TH ST,NORTH WILKESBORO,28659,4150,WILKES,3368382818,BR,NO,24000,R_13,0,R_13,2912,R_13,52,R_13,2014,00,00,00,-81.1478237,36.1589895,37,193,47880,69012,32,9606.00,3073,3705,35900,1,house,STD,NND
NC,NC0002,010,R-APPALACHIAN-T,TRAPHILL BRANCH LIBRARY,6938 TRAPHILL RD,TRAPHILL,28685,M,WILKES,3369572534,BR,NO,2240,R_13,0,R_13,1014,R_13,52,R_13,2014,00,00,00,-81.0566379,36.3249410,37,193,00000,69012,42,9602.00,3038,3705,35900,1,house,STD,NND
NC,NC0002,011,R-APPALACHIAN-WW,WESTERN WATAUGA BRANCH LIBRARY,1085 OLD US HWY 421,SUGAR GROVE,28679,9553,WATAUGA,8282975515,BR,NO,860,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-81.7831055,36.2658524,37,189,15040,52317,42,9202.00,3053,3705,14380,1,house,STD,NND
NC,NC0003,002,R-AVERY-MITCHELL-A,AVERY COUNTY LIBRARY,150 LIBRARY PL,NEWLAND,28657,M,AVERY,8287339393,BR,NO,11206,R_13,0,R_13,2460,R_13,52,R_13,2014,00,00,00,-81.9266104,36.0882929,37,011,46740,17748,42,9303.01,1075,3711,0,0,street,DGL,POC
NC,NC0003,003,R-AVERY-MITCHELL-M,MITCHELL COUNTY LIBRARY,18 N MITCHELL AVE,BAKERSVILLE,28705,6502,MITCHELL,8286882511,BR,NO,4800,R_13,0,R_13,2460,R_13,52,R_13,2014,00,00,00,-82.1580850,36.0154380,37,121,03100,15318,42,9502.00,3037,3711,0,0,addresspoint,STD,NND
NC,NC0003,004,R-AVERY-MITCHELL-S,SPRUCE PINE PUBLIC LIBRARY,142 WALNUT AVE,SPRUCE PINE,28777,2739,MITCHELL,8287654673,BR,NO,7106,R_13,0,R_13,2460,R_13,52,R_13,2014,00,00,00,-82.0658750,35.9166480,37,121,64260,15318,32,9503.00,3044,3711,0,0,addresspoint,STD,NND
NC,NC0003,005,R-AVERY-MITCHELL-Y,YANCEY COUNTY LIBRARY,321 SCHOOL CIR,BURNSVILLE,28714,2627,YANCEY,8286822600,BR,NO,5400,R_13,0,R_13,2460,R_13,52,R_13,2014,00,00,00,-82.2933392,35.9220793,37,199,09140,17564,42,9602.00,3019,3711,0,0,house,STD,NND
NC,NC0003,006,R-AVERY-MITCHELL-BS,AVERY-MITCHELL-YANCEY REGIONAL LIBRARY BOOKMOBILE,289 BURNSVILLE SCHOOL RD,BURNSVILLE,28714,M,YANCEY,8286824476,BS,NO,-3,U_13,1,R_13,1800,R_13,52,R_13,2014,00,00,00,-82.2694440,35.9162820,37,199,00000,17564,42,9603.00,2017,3711,0,0,postalcode-sub,PCR,POC
NC,NC0004,002,R-BHM-A,BATH COMMUNITY LIBRARY,100 CARTERET ST,BATH,27808,M,BEAUFORT,2529236371,BR,NO,783,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-76.8110384,35.4771273,37,013,03840,47429,42,9307.00,2055,3703,47820,1,house,STD,NND
NC,NC0004,003,R-BHM-FM,BELHAVEN PUBLIC LIBRARY,333 E MAIN ST,BELHAVEN,27810,1541,BEAUFORT,2529432993,BR,NO,3600,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-76.6199054,35.5374329,37,013,04640,47429,43,9301.00,5032,3703,47820,1,house,STD,NND
NC,NC0004,004,R-BHM-HG,HAZEL W. GUILFORD MEMORIAL LIBRARY,524 MAIN ST,AURORA,27806,M,BEAUFORT,2523225046,BR,NO,2340,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-76.7890193,35.3045618,37,013,02620,47429,42,9308.00,3015,3703,47820,1,house,STD,NND
NC,NC0004,007,R-BHM-O,OCRACOKE BRANCH LIBRARY,225 BACK RD,OCRACOKE,27960,M,HYDE,2529284436,BR,NO,2100,R_13,0,R_13,1300,R_13,52,R_13,2014,00,00,00,-75.9816284,35.1151431,37,095,48740,5730,43,9201.00,4033,3703,0,0,house,STD,NND
NC,NC0004,008,R-BHM-M,MARTIN MEMORIAL LIBRARY,200 N SMITHWICK ST,WILLIAMSTON,27892,2044,MARTIN,2527927476,BR,NO,9331,R_13,0,R_13,2678,R_13,52,R_13,2014,00,00,00,-77.0559022,35.8562773,37,117,74220,23704,32,9703.00,1007,3701,0,0,house,STD,NND
NC,NC0004,009,R-BHM-RO,ROBERSONVILLE PUBLIC LIBRARY,119 S MAIN ST,ROBERSONVILLE,27871,M,MARTIN,2527953591,BR,NO,1737,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-77.2531510,35.8230130,37,117,57100,23704,42,9706.00,2033,3701,0,0,addresspoint,STD,NND
NC,NC0004,010,R-BHM-BHM,BHM REGIONAL LIBRARY,158 N MARKET ST,WASHINGTON,27889,4948,BEAUFORT,2529466401,CE,NO,3366,R_13,0,R_13,1248,R_13,52,R_13,2014,00,00,00,-77.0546882,35.5426827,37,013,71220,47429,32,9303.00,2038,3701,47820,1,house,STD,NND
NC,NC0004,013,R-BHM-G,MATTAMUSKEET LIBRARY,20418 US 264,SWAN QUARTER,27885,9363,HYDE,2529268841,BR,NO,7200,R_13,0,R_13,2125,R_13,52,R_13,2014,00,00,00,-76.3049360,35.4123480,37,095,66340,5730,43,9201.00,2086,3703,0,0,postalcode-sub,PCR,POC
NC,NC0006,002,R-CRAVEN-PAMLICO-B,BOGUE BANKS PUBLIC LIBRARY,320 SALTER PATH RD,PINE KNOLL SHORES,28512,6135,CARTERET,2522474660,BR,NO,3256,R_13,0,R_13,2652,R_13,52,R_13,2014,00,00,00,-76.8247930,34.6944310,37,031,52000,68516,32,9710.02,1004,3703,33980,1,addresspoint,STD,NND
NC,NC0006,003,R-CRAVEN-PAMLICO-C,CARTERET COUNTY PUBLIC LIBRARY,1702 LIVE OAK ST. SUITE 100,BEAUFORT,28516,1639,CARTERET,2527282050,BR,NO,14979,R_13,0,R_13,3536,R_13,52,R_13,2014,00,00,00,-76.6406691,34.7286047,37,031,04260,68516,32,9703.04,1018,3703,33980,1,house,STD,NND
NC,NC0006,004,R-CRAVEN-PAMLICO-N,NEWPORT PUBLIC LIBRARY,210 HOWARD BLVD,NEWPORT,28570,7926,CARTERET,2522235108,BR,NO,3500,R_13,0,R_13,3120,R_13,52,R_13,2014,00,00,00,-76.8633871,34.7874509,37,031,46860,68516,32,9707.03,2047,3703,33980,1,house,STD,NND
NC,NC0006,005,R-CRAVEN-PAMLICO-CC,COVE CITY-CRAVEN COUNTY PUBLIC LIBRARY,102 N MAIN ST,COVE CITY,28523,M,CRAVEN,2526386363,BR,NO,3400,R_13,0,R_13,1456,R_13,52,R_13,2014,00,00,00,-77.3205830,35.1871320,37,049,15020,104455,42,9603.00,4038,3701,35100,0,addresspoint,STD,NND
NC,NC0006,006,R-CRAVEN-PAMLICO-H,HAVELOCK-CRAVEN COUNTY PUBLIC,301 CUNNINGHAM BLVD,HAVELOCK,28532,1942,CRAVEN,2524477509,BR,NO,8449,R_13,0,R_13,2704,R_13,52,R_13,2014,00,00,00,-76.9008920,34.8758280,37,049,30120,104455,31,9613.02,3025,3703,35100,0,postalcode-sub,PCR,POC
NC,NC0006,008,R-CRAVEN-PAMLICO-V,VANCEBORO-CRAVEN COUNTY PUBLIC LIBRARY,7931 MAIN ST,VANCEBORO,28586,9151,CRAVEN,2522440571,BR,NO,3000,R_13,0,R_13,1456,R_13,52,R_13,2014,00,00,00,-77.1519092,35.2991583,37,049,69680,104455,42,9602.00,3031,3703,35100,0,house,STD,NND
NC,NC0006,009,R-CRAVEN-PAMLICO-P,PAMLICO COUNTY LIBRARY,603 MAIN ST,BAYBORO,28515,9633,PAMLICO,2527453515,BR,NO,18493,R_13,0,R_13,2652,R_13,52,R_13,2014,00,00,00,-76.7781014,35.1433432,37,137,03960,12914,42,9501.02,2028,3703,35100,0,house,STD,NND
NC,NC0006,010,R-CRAVEN-PAMLICO-NB,NEW BERN-CRAVEN COUNTY PUBLIC LIBRARY,400 JOHNSON ST,NEW BERN,28560,4048,CRAVEN,2526387800,BR,NO,25000,R_13,0,R_13,2900,R_13,52,R_13,2014,00,00,00,-77.0396280,35.1109420,37,049,46340,104455,13,9609.00,1009,3701,35100,0,addresspoint,STD,NND
NC,NC0006,013,R-CRAVEN-PAMLICO-E,WESTERN CARTERET LIBRARY,230 TAYLOR NOTION RD,CAPE CARTERET,28584,8942,CARTERET,2523936500,BR,NO,7845,R_13,0,R_13,2964,R_13,52,R_13,2014,00,00,00,-77.0623050,34.6996391,37,031,10260,68516,41,9708.03,1022,3703,33980,1,house,STD,NND
NC,NC0006,015,R-CRAVEN-PAMLICO-E,DOWN EAST PUBLIC LIBRARY,702 HWY 70 E OTWAY,BEAUFORT,28516,7273,CARTERET,2527281333,BR,NO,2000,R_13,0,R_13,1618,R_13,52,R_13,2014,00,00,00,-76.5518714,34.7700458,37,031,00000,68516,42,9701.03,2003,3703,33980,1,house,STD,NND
NC,NC0007,001,R-EASTALBEMARLE-BS,PASQUOTANK-CAMDEN LIBRARY BOOKMOBILE,100 E COLONIAL AVE,ELIZABETH CITY,27909,4302,PASQUOTANK,2523352473,BS,NO,-3,U_13,1,R_13,1500,R_13,52,R_13,2014,00,00,00,-76.2235927,36.3009412,37,139,20580,39761,32,9601.00,2007,3701,21020,1,house,STD,NND
NC,NC0007,002,R-EASTALBEMARLE-C,CURRITUCK COUNTY LIBRARY,4261 CARATOKE HWY,BARCO,27917,9515,CURRITUCK,2524538345,BR,NC,9965,R_13,0,R_13,3117,R_13,52,R_13,2014,00,00,00,-75.9704910,36.3691930,37,053,00000,24414,42,1103.02,2029,3703,47260,0,addresspoint,STD,NND
NC,NC0007,003,R-EASTALBEMARLE-D,DARE COUNTY LIBRARY,700 N HIGHWAY 64/264,MANTEO,27954,M,DARE,2524732372,BR,NO,8449,R_13,0,R_13,2249,R_13,52,R_13,2014,00,00,00,-75.6782780,35.9107020,37,055,41060,34919,33,9706.01,3014,3703,28620,1,postalcode-main,NCF,POC
NC,NC0007,004,R-EASTALBEMARLE-H,HATTERAS BRANCH LIBRARY,57709 HIGHWAY 12,HATTERAS,27943,M,DARE,2529862385,BR,NO,3600,R_13,0,R_13,1415,R_13,52,R_13,2014,00,00,00,-75.6899259,35.2190249,37,055,30100,34919,43,9705.02,3055,3703,28620,1,house,STD,NND
NC,NC0007,005,R-EASTALBEMARLE-K,KILL DEVIL HILLS BRANCH LIBRARY,400 MUSTIAN ST,KILL DEVIL HILLS,27948,8455,DARE,2524414331,BR,NO,8121,R_13,0,R_13,2252,R_13,52,R_13,2014,00,00,00,-75.6609549,36.0105733,37,055,35720,34919,33,9703.00,3028,3703,28620,1,house,STD,NND
NC,NC0007,009,R-EASTALBEMARLE-P,PASQUOTANK-CAMDEN LIBRARY,100 E COLONIAL AVE,ELIZABETH CITY,27909,4302,PASQUOTANK,2523352473,CE,NO,22544,R_13,0,R_13,3056,R_13,52,R_13,2014,00,00,00,-76.2235927,36.3009412,37,139,20580,39761,32,9601.00,2007,3701,21020,1,house,STD,NND
NC,NC0007,011,R-EASTALBEMARLE-CO,COROLLA BRANCH LIBRARY,1123 OCEAN TRAIL,COROLLA,27927,M,CURRITUCK,2524530496,BR,NC,2609,R_13,0,R_13,1992,R_13,52,R_13,2014,00,00,00,-75.8300440,36.3789320,37,053,00000,24414,42,1101.01,1112,3703,47260,0,addresspoint,STD,NND
NC,NC0007,012,R-EASTALBEMARLE-M,MOYOCK PUBLIC LIBRARY,126 CAMPUS DR,MOYOCK,27958,6500,CURRITUCK,2524356419,BR,NC,7800,R_13,0,R_13,3117,R_13,52,R_13,2014,00,00,00,-76.1469460,36.4902880,37,053,45460,24414,42,1102.00,2052,3703,47260,0,postalcode-sub,NCF,POC
NC,NC0008,002,R-FONTANA-J,JACKSON COUNTY PUBLIC LIBRARY,310 KEENER ST,SYLVA,28779,5480,JACKSON,8285862016,BR,NO,26000,R_13,0,R_13,2560,R_13,52,R_13,2014,00,00,00,-83.2279359,35.3721808,37,099,66500,40960,32,9504.00,2014,3711,19000,1,house,STD,NND
NC,NC0008,003,R-FONTANA-M,MACON COUNTY PUBLIC LIBRARY,149 SILER FARM RD,FRANKLIN,28734,0061,MACON,8285243600,BR,NO,29450,R_13,0,R_13,3080,R_13,52,R_13,2014,00,00,00,-83.4339170,35.2456290,37,113,00000,33779,42,9702.00,1027,3711,0,0,postalcode-sub,NCF,POC
NC,NC0008,004,R-FONTANA-H,HUDSON LIBRARY,554 MAIN ST,HIGHLANDS,28741,M,MACON,8285263031,BR,NO,8400,R_13,0,R_13,1832,R_13,52,R_13,2014,00,00,00,-83.1979276,35.0529230,37,113,31360,33779,43,9705.01,1181,3711,0,0,house,STD,NND
NC,NC0008,005,R-FONTANA-S,MARIANNA BLACK LIBRARY,33 FRYEMONT ST,BRYSON CITY,28713,5667,SWAIN,8284883030,BR,NO,8790,R_13,0,R_13,2300,R_13,52,R_13,2014,00,00,00,-83.4448139,35.4228244,37,173,08480,14014,42,9603.01,3046,3711,0,0,house,ADV,NND
NC,NC0008,008,R-FONTANA-CASHIERS,ALBERT CARLTON-CASHIERS COMMUNITY LIBRARY,249 FRANK ALLEN RD,CASHIERS,28717,M,JACKSON,8287430215,BR,NO,11366,R_13,0,R_13,1884,R_13,52,R_13,2014,00,00,00,-83.1028590,35.1106270,37,099,00000,40960,42,9509.00,2107,3711,19000,1,addresspoint,STD,NND
NC,NC0008,009,R-FONTANA-N,NANTAHALA COMMUNITY LIBRARY,128 NANTAHALA SCHOOL RD,TOPTON,28781,7002,MACON,8283213020,BR,NO,450,R_13,0,R_13,2040,R_13,52,R_13,2014,00,00,00,-83.6338150,35.2534220,37,113,00000,33779,43,9702.00,3041,3711,0,0,addresspoint,STD,NND
NC,NC0011,002,R-NANTAHALA-C,ANDREWS PUBLIC LIBRARY,871 MAIN ST,ANDREWS,28901,9317,CHEROKEE,8283215956,BR,NO,5768,R_13,0,R_13,2964,R_13,52,R_13,2014,00,00,00,-83.8269970,35.2002140,37,039,01380,27106,43,9301.00,3031,3711,0,0,addresspoint,STD,NND
NC,NC0011,003,R-NANTAHALA-M,MURPHY PUBLIC LIBRARY,9 BLUMENTHAL ST,MURPHY,28906,2950,CHEROKEE,8288372417,BR,NO,14000,R_13,0,R_13,2756,R_13,52,R_13,2014,00,00,00,-84.0323174,35.0868033,37,039,45660,27106,43,9304.00,5094,3711,0,0,house,STD,NND
NC,NC0011,004,R-NANTAHALA-MO,MOSS MEMORIAL LIBRARY,26 ANDERSON ST,HAYESVILLE,28904,M,CLAY,8283898401,BR,NO,10500,R_13,0,R_13,2236,R_13,52,R_13,2014,00,00,00,-83.8168720,35.0468330,37,043,30280,10618,43,9502.00,3089,3711,0,0,addresspoint,STD,NND
NC,NC0011,005,R-NANTAHALA-G,GRAHAM COUNTY PUBLIC LIBRARY,80 KNIGHT ST,ROBBINSVILLE,28771,9700,GRAHAM,8284798796,BR,NO,7600,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-83.8109945,35.3259775,37,075,57020,8727,43,9203.00,3006,3711,0,0,house,STD,NND
NC,NC0011,007,R-NANTAHALA-BS,NANTAHALA REGIONAL LIBRARY BOOKMOBILE,11 BLUMENTHAL ST,MURPHY,28906,2950,CHEROKEE,8288372025,BS,NO,-3,U_13,1,R_13,1838,R_13,52,R_13,2014,00,00,00,-84.0323124,35.0867973,37,039,45660,27106,43,9304.00,5094,3711,0,0,house,STD,NND
NC,NC0012,001,R-NEUSE-K,KINSTON-LENOIR COUNTY PUBLIC LIBRARY,510 N QUEEN ST,KINSTON,28501,4330,LENOIR,2525277066,CE,NO,26665,R_13,0,R_13,3640,R_13,52,R_13,2014,00,00,00,-77.5810995,35.2652639,37,107,35920,58911,32,107.00,3028,3701,28820,1,house,STD,NND
NC,NC0012,002,R-NEUSE-G,GREENE COUNTY LIBRARY,229G KINGOLD BLVD,SNOW HILL,28580,1331,GREENE,2527473437,BR,NC,8577,R_13,0,R_13,3432,R_13,52,R_13,2014,00,00,15,-77.6826536,35.4510882,37,079,62760,21214,42,9503.00,1018,3701,0,0,house,STD,NND
NC,NC0012,003,R-NEUSE-C,COMFORT BRANCH LIBRARY,4889 HIGHWAY 41 W,TRENTON,28585,5545,JONES,9103245061,BR,NO,1800,R_13,0,R_13,728,R_13,52,R_13,2014,00,00,00,-77.4495946,35.0497425,37,103,00000,10220,42,9203.00,2071,3703,35100,0,house,STD,NND
NC,NC0012,004,R-NEUSE-M,MAYSVILLE BRANCH LIBRARY,601 7TH ST,MAYSVILLE,28555,M,JONES,9107433796,BR,NO,1800,R_13,0,R_13,1300,R_13,52,R_13,2014,00,00,15,-77.2317175,34.9026575,37,103,42100,10220,42,9201.00,2059,3703,35100,0,house,STD,NND
NC,NC0012,005,R-NEUSE-P,POLLOCKSVILLE BRANCH LIBRARY,415 GREEN HILL ST,POLLOCKSVILLE,28573,M,JONES,2522245011,BR,NO,1800,R_13,0,R_13,1300,R_13,52,R_13,2014,00,00,00,-77.2239656,35.0052800,37,103,53200,10220,42,9201.00,1084,3703,35100,0,street,DGL,POC
