STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB
NM,NM0111,001,NM0111-001,VIRDEN PUBLIC LIBRARY,24,00,00,-109.0015931,32.6880075,35,023,83200,4560,43,9700,1042,3502,0,0,house,STD,NND,209 CHURCH STREET,VIRDEN,88045,8039,HIDALGO,5753582544,CE,NO,530,R_14,0,R_14,-1,U_14,-1,U_14,2015
NM,NM0112,001,NM0112-001,ACOMA LEARNING CENTER,00,00,00,-107.58724,34.901151,35,006,00000,27349,43,9415,1203,3502,24380,1,postalcode-main,NCF,POC,17A KNOTS LANDING ROAD,PUEBLO OF ACOMA,87034,M,CIBOLA,5055527500,CE,NO,2115,R_14,0,R_14,2500,R_14,50,R_14,2015
NM,NM0113,001,NM0113-001,SANDIA PUEBLO LEARNING RESOURCE CENTER,00,00,00,-106.5727078,35.2586675,35,043,59950,137608,41,111,3090,3501,10740,0,house,STD,NND,236 SANDIA DAY SCHOOL ROAD,SANDIA PUEBLO,87004,M,SANDOVAL,5057715074,CE,NC,1200,R_14,0,R_14,1744,R_14,50,R_14,2015
NM,NM0114,001,NM0114-001,TRUCHAS COMMUNITY LIBRARY,00,00,00,-105.8111568,36.0436396,35,039,79700,39777,42,1,1098,3503,21580,1,house,STD,NND,60 COUNTY ROAD 75,TRUCHAS,87578,M,RIO ARRIBA,5056892683,CE,NO,1960,R_14,0,R_14,1730,R_14,52,R_14,2015
NM,NM0115,001,NM0115-001,PUEBLO OF SAN FELIPE COMMUNITY LIBRARY,00,00,00,-106.448818,35.43171,35,043,67450,137608,41,9407,1026,3503,10740,0,addresspoint,STD,NND,24 BLACK MESA RD,SAN FELIPE PUEBLO,87001,M,SANDOVAL,5057719970,CE,NC,920,R_14,0,R_14,2200,R_14,52,R_14,2015
NM,NM0116,001,NM0116-001,SUNLAND PARK COMMUNITY LIBRARY,24,00,00,-106.5564965,31.7956905,35,013,75640,213676,21,17.05,2016,3502,29740,0,house,STD,NND,984 MCNUTT RD,SUNLAND PARK,88063,9039,DONA ANA,5058740873,CE,NC,4125,R_14,0,R_14,-1,U_14,-1,U_14,2015
NM,NM0119,001,NM0119-001,MESCALERO COMMUNITY LIBRARY,00,00,00,-105.7823837,33.1567386,35,035,47920,65082,43,9400,2078,3502,10460,1,house,STD,NND,148 COTTONWOOD DRIVE,MESCALERO,88340,M,OTERO,5054645010,CE,NO,2040,R_14,0,R_14,2300,R_14,52,R_14,2015
NM,NM0121,001,NM0121-001,RESERVE PUBLIC LIBRARY,00,00,00,-108.7629189,33.7081088,35,003,62620,3556,43,9764,3127,3502,0,0,house,STD,NND,15 JAKE SCOTT ST.,RESERVE,87830,M,CATRON,5755336276,CE,NO,1225,R_14,0,R_14,2125,R_14,50,R_14,2015
NM,NM0122,001,NM0122-001,RIO ABAJO COMMUNITY LIBRARY,00,00,00,-106.817493,34.377271,35,053,00000,17310,42,9781,1098,3502,0,0,postalcode-sub,PCR,POC,28 SOUTH CALLE DE CENTRO,LA JOYA,87028,8000,SOCORRO,5058618289,CE,NO,1522,R_14,0,R_14,1066,R_14,52,R_14,2015
NM,NM0123,001,NM0123-001,SANTO DOMINGO PUEBLO LIBRARY,00,00,00,-106.3540985,35.5164155,35,043,70810,137608,41,9402,1013,3503,10740,0,street,EXT,POC,TESUQUE STREET,SANTO DOMINGO PUEBLO,87052,M,SANDOVAL,5054652214,CE,NC,1672,R_14,0,R_14,1055,R_14,30,R_14,2015
NM,NM0125,001,NM0125-001,VISTA GRANDE PUBLIC LIBRARY,00,00,00,-105.9084615,35.5373444,35,049,22625,148164,31,107,3043,3503,42140,0,house,STD,NND,14 AVENIDA TORREON,SANTA FE,87508,8715,SANTA FE,5054667323,CE,NC,4000,R_14,0,R_14,1440,R_14,52,R_14,2015
NM,NM0127,001,NM0127-001,GILA VALLEY LIBRARY,00,00,00,-108.577503,32.96405,35,017,29160,29096,43,9641,1119,3502,43500,1,postalcode-sub,PCR,POC,411 HIGHWAY 211,GILA,88038,M,GRANT,5755354343,CE,NO,700,R_14,0,R_14,1274,R_14,50,R_14,2015
NM,NM0128,001,NM0128-001,PLACITAS COMMUNITY LIBRARY,00,00,00,-106.4700198,35.3028928,35,043,58070,137608,41,111,1137,3501,10740,0,house,STD,NND,453 HIGHWAY 165,PLACITAS,87043,9120,SANDOVAL,5058673355,CE,NC,3350,R_14,0,R_14,1680,R_14,52,R_14,2015
NM,NM0129,002,NM0129-002,TAYTSUGEH OWEENGEH LIBRARY,00,00,00,-106.037834,35.784476,35,049,00000,148164,42,102.04,1041,3503,42140,0,postalcode-main,NCF,POC,INTERGENERATIONAL CENTER,SANTA FE,87506,M,SANTA FE,5059557730,CE,NC,1776,R_14,0,R_14,1868,R_14,52,R_14,2015
NM,NM0130,001,NM0130-001,TULAROSA PUBLIC LIBRARY,00,00,00,-106.0192732,33.0728517,35,035,79980,65082,33,7,4269,3502,10460,1,house,STD,NND,515 FRESNO ST.,TULAROSA,88352,2622,OTERO,5755852711,CE,NO,560,R_14,0,R_14,1615,R_14,48,R_14,2015
NM,NM0131,001,NM0131-001,VILLAGE OF CORONA PUBLIC LIBRARY,00,00,00,-105.594808,34.249974,35,027,17680,19706,43,9602,1078,3502,0,0,postalcode-main,NCF,POC,481 CORONA MAIN STREET,CORONA,88318,M,LINCOLN,5758495513,CE,NO,1600,R_14,0,R_14,1912,R_14,51,R_14,2015
NM,NM0132,001,NM0132-001,TALPA COMMUNITY CENTER LIBRARY,00,00,00,-105.5967004,36.3415687,35,055,76130,33084,33,9527,2248,3503,45340,1,house,STD,NND,4 ARCHULETA RD,RANCHOS DE TAOS,87557,9756,TAOS,5757511014,CE,NO,1375,R_14,0,R_14,1245,R_14,50,R_14,2015
NM,NM0133,001,NM0133-001,P'OE TSAWA COMMMUNITY LIBRARY,00,00,00,-106.107418,36.075431,35,039,14180,39777,32,9441,3095,3503,21580,1,postalcode-sub,NCF,POC,232 POPAY AVENUE,OHKAY OWINGEH,87566,3801,RIO ARRIBA,5058522814,CE,NC,28000,R_14,0,R_14,2340,R_14,52,R_14,2015
NM,NM0134,001,NM0134-001,QUESTA PUBLIC LIBRARY,00,00,00,-105.593193,36.725425,35,055,60870,33084,43,9521,5023,3503,45340,1,street,DGL,POC,6 1/2 MUNICIPAL PARK ROAD,QUESTA,87556,M,TAOS,5755862023,CE,NO,1600,R_14,0,R_14,1217,R_14,52,R_14,2015
NM,NM0135,001,NM0135-001,VALLECITOS COMMUNITY CENTER AND LIBRARY,00,00,00,-106.1162017,36.486,35,039,00000,39777,43,4,1321,3503,21580,1,street,DGL,POC,13 COUNTY RD. 251,VALLECITOS,87581,M,RIO ARRIBA,5755824211,CE,NO,1800,R_14,0,R_14,780,R_14,52,R_14,2015
NM,NM0136,001,NM0136-001,DAVID F. CARGO EL VALLE DE ANTON CHICO LIBRARY,00,00,00,-105.135461,35.083118,35,019,00000,4468,43,9616,4145,3502,0,0,postalcode-main,NCF,POC,1077 NM SR 386,ANTON CHICO,87711,M,GUADALUPE,-3,CE,NO,2000,R_14,0,R_14,1040,R_14,52,R_14,2015
NM,NM0137,001,NM0137-002,ANTHONY PUBLIC LIBRARY,02,00,00,0,0,35,013,00000,213676,.,0,0,.,0,.,.,.,.,750 LANDERS RD,ANTHONY,88021,6812,DONA ANA,5758823059,CE,M,-1,U_14,0,R_14,1979,R_14,52,R_14,2015
NV,NV0001,002,NV0001-01,AMARGOSA VALLEY LIBRARY DISTRICT,00,00,00,-116.4637905,36.5688543,32,023,00000,42282,43,9603,1324,3204,37220,1,house,ADV,NND,829 EAST FARM ROAD,AMARGOSA VALLEY,89020,M,NYE,7753725340,CE,NO,2000,R_14,0,R_14,2031,R_14,52,R_14,2015
NV,NV0002,002,NV0002-01,BEATTY LIBRARY DISTRICT,00,00,00,-116.7634354,36.9083682,32,023,05100,42282,43,9603,2249,3204,37220,1,house,ADV,NND,400 NORTH 4TH ST,BEATTY,89003,M,NYE,7755532257,CE,NO,2936,R_14,0,R_14,1092,R_14,52,R_14,2015
NV,NV0003,002,NV0003-01,BOULDER CITY LIBRARY,00,00,00,-114.8288167,35.9690931,32,003,06500,2069681,31,55.04,1000,3203,29820,0,house,STD,NND,701 ADAMS BLVD,BOULDER CITY,89005,2207,CLARK,7022931281,CE,NO,48500,R_14,0,R_14,3116,R_14,52,R_14,2015
NV,NV0004,002,NV0004-01,CHURCHILL COUNTY LIBRARY,00,00,00,-118.777159,39.469513,32,001,24100,23989,33,9503.01,1035,3202,21980,1,addresspoint,STD,NND,553 SOUTH MAINE STREET,FALLON,89406,3306,CHURCHILL,7754237581,CE,NO,9265,R_14,0,R_14,2850,R_14,52,R_14,2015
NV,NV0005,002,NV0005-01,PAHRUMP COMMUNITY LIBRARY,00,00,00,-115.991797,36.209605,32,023,53800,42282,33,9604.02,1071,3204,37220,1,addresspoint,STD,NND,701 EAST STREET,PAHRUMP,89048,2164,NYE,7757275930,CE,NO,20000,R_14,0,R_14,2392,R_14,52,R_14,2015
NV,NV0006,002,NV0006-01,DOUGLAS COUNTY LIBRARY,00,00,00,-119.777621,38.955303,32,005,47000,47536,32,14,2017,3202,23820,1,addresspoint,STD,NND,1625 LIBRARY LANE,MINDEN,89423,4420,DOUGLAS,7757829841,CE,NO,14400,R_14,0,R_14,2408,R_14,52,R_14,2015
NV,NV0006,003,NV0006-02,LAKE TAHOE BRANCH LIBRARY,00,00,00,-119.932842,38.968382,32,005,38000,47536,32,18,1017,3202,23820,1,postalcode-main,NCF,POC,233 WARRIOR WAY,STATELINE,89449,M,DOUGLAS,7755886411,BR,NO,5875,R_14,0,R_14,1472,R_14,52,R_14,2015
NV,NV0007,002,NV0007-01,ELKO COUNTY LIBRARY,00,00,00,-115.761744,40.835094,32,007,22500,52766,33,9513,2080,3202,21220,1,addresspoint,STD,NND,720 COURT STREET,ELKO,89801,3331,ELKO,7757383066,CE,NO,17500,R_14,0,R_14,2801,R_14,52,R_14,2015
NV,NV0007,003,NV0007-02,AUSTIN BRANCH LIBRARY,00,00,00,-117.085582,39.71503,32,015,00000,6009,43,0,0,3202,0,0,postalcode-main,NCF,POC,88 MAIN STREET,AUSTIN,89310,M,LANDER,7759642428,BR,NO,600,R_14,0,R_14,597,R_14,52,R_14,2015
NV,NV0007,004,NV0007-03,BATTLE MOUNTAIN BRANCH LIBRARY,00,00,00,-116.9437538,40.6360565,32,015,04900,6009,33,3,5052,3202,0,0,house,STD,NND,625 S BROAD ST,BATTLE MOUNTAIN,89820,1920,LANDER,7756352534,BR,NO,2000,R_14,0,R_14,1298,R_14,52,R_14,2015
NV,NV0007,005,NV0007-04,BEOWAWE BRANCH LIBRARY,00,00,00,-116.514298,40.531644,32,011,00000,2018,43,1,1250,3202,21220,1,street,EXT,POC,STATE HIGHWAY 306,BEOWAWE,89821,M,EUREKA,7754680215,BR,NO,588,R_14,0,R_14,208,R_14,52,R_14,2015
NV,NV0007,006,NV0007-05,EUREKA BRANCH LIBRARY,00,00,00,-115.9611075,39.5108176,32,011,23900,2018,43,1,2400,3202,21220,1,house,STD,NND,210 S MONROE,EUREKA,89316,M,EUREKA,7752375307,BR,NO,1492,R_14,0,R_14,1503,R_14,52,R_14,2015
NV,NV0007,007,NV0007-06,TUSCARORA BRANCH LIBRARY,00,00,00,-116.2231574,41.3146796,32,007,00000,52766,43,9517,2488,3202,21220,1,house,STD,NND,55 WEED ST,TUSCARORA,89834,9995,ELKO,7757566597,BR,NO,100,R_14,0,R_14,1491,R_14,52,R_14,2015
NV,NV0007,008,NV0007-07,WELLS BRANCH LIBRARY,00,00,00,-114.973605,41.108702,32,007,83000,52766,43,9502,2018,3202,21220,1,addresspoint,STD,NND,208 BAKER ST,WELLS,89835,M,ELKO,7757523856,BR,NO,2800,R_14,0,R_14,1503,R_14,52,R_14,2015
NV,NV0007,009,NV0007-10,WEST WENDOVER BRANCH LIBRARY,00,00,00,-114.0658267,40.7361434,32,007,83730,52766,33,9515,2020,3202,21220,1,street,DGL,POC,590 CAMPER DR,WEST WENDOVER,89883,M,ELKO,7756642510,BR,NO,3840,R_14,0,R_14,1503,R_14,52,R_14,2015
NV,NV0007,010,NV0007-09,ELKO COUNTY BOOKMOBILE,00,00,00,-115.761744,40.835094,32,007,22500,52766,33,9513,2080,3202,21220,1,addresspoint,STD,NND,720 COURT STREET,ELKO,89801,3331,ELKO,7757387066,BS,NO,-3,U_14,1,R_14,1499,R_14,49,R_14,2015
NV,NV0007,011,NV0007-08,CARLIN BRANCH LIBRARY,00,00,00,-116.104832,40.718475,32,007,08900,52766,43,9516,1209,3202,21220,1,postalcode-main,NCF,POC,330 MEMORY LANE,CARLIN,89822,M,ELKO,7757546766,BR,NO,2400,R_14,0,R_14,1503,R_14,52,R_14,2015
NV,NV0007,012,NV0007-09,CRESCENT VALLEY BRANCH LIBRARY,00,00,00,-116.582996,40.413765,32,011,16300,2018,43,1,1425,3202,21220,1,postalcode-sub,PCR,POC,5045 TENABO,BEOWAWE,89821,8051,EUREKA,7754680249,BR,NO,588,R_14,0,R_14,702,R_14,52,R_14,2015
NV,NV0007,013,NV0007-11,JACKPOT BRANCH LIBRARY,00,00,00,-114.6583956,41.972578,32,007,36500,52766,43,9517,3045,3202,21220,1,street,DGL,POC,2301 PROGRESSIVE DR,JACKPOT,89825,M,ELKO,7757552356,BR,NO,3840,R_14,0,R_14,1521,R_14,52,R_14,2015
NV,NV0008,002,NV0008-01,LAS VEGAS LIBRARY,00,00,00,-115.134853,36.179319,32,003,40000,2069681,11,4.01,1000,3201,29820,0,addresspoint,STD,NND,833 LAS VEGAS BLVD NORTH,LAS VEGAS,89101,2059,CLARK,7025073500,BR,CC,104000,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,003,NV0008-02,BLUE DIAMOND LIBRARY,00,00,00,-115.4072895,36.0468287,32,003,05700,2069681,42,75,1107,3203,29820,0,house,STD,NND,14 COTTONWOOD DR,BLUE DIAMOND,89004,M,CLARK,7028754295,BR,NC,1000,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,004,NV0008-03,BUNKERVILLE LIBRARY,00,00,00,-114.1269894,36.7728699,32,003,08100,2069681,41,76,3023,3204,29820,0,house,STD,NND,10 W VIRGIN ST,BUNKERVILLE,89007,M,CLARK,7023465238,BR,NC,1200,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,005,NV0008-21,WEST CHARLESTON LIBRARY,00,00,00,-115.2304591,36.1590982,32,003,40000,2069681,11,29.05,4000,3201,29820,0,house,STD,NND,6301 W. CHARLESTON BLVD,LAS VEGAS,89146,1124,CLARK,7025073940,BR,CC,38900,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,006,NV0008-04,CLARK COUNTY LIBRARY,00,00,00,-115.134901,36.114507,32,003,54600,2069681,12,25.06,1000,3201,29820,0,addresspoint,STD,NND,1401 E. FLAMINGO ROAD,LAS VEGAS,89119,5256,CLARK,7025073400,BR,CC,120000,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,007,NV0008-05,ENTERPRISE LIBRARY,00,00,00,-115.171135,36.038828,32,003,23770,2069681,21,28.28,1008,3203,29820,0,addresspoint,STD,NND,25 E SHELBOURNE AVENUE,LAS VEGAS,89123,2139,CLARK,7025073760,BR,CC,26300,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,009,NV0008-06,GOODSPRINGS LIBRARY,00,00,00,-115.4355955,35.8317508,32,003,29500,2069681,42,58.27,1255,3203,29820,0,house,ADV,NND,365 W SAN PEDRO AVE,GOODSPRINGS,89019,M,CLARK,7028741366,BR,NC,1200,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,010,NV0008-08,INDIAN SPRINGS LIBRARY,00,00,00,-115.677391,36.570248,32,003,35300,2069681,43,58.18,2025,3204,29820,0,addresspoint,STD,NND,715 GRETTA LANE,INDIAN SPRINGS,89018,M,CLARK,7028793845,BR,NC,1200,R_14,0,R_14,1560,R_14,52,R_14,2015
NV,NV0008,011,NV0008-09,LAUGHLIN LIBRARY,00,00,00,-114.625354,35.145601,32,003,41000,2069681,33,57.02,1003,3203,29820,0,addresspoint,ADV,NND,2840 S NEEDLES HWY,LAUGHLIN,89029,1230,CLARK,7025074061,BR,NC,15424,R_14,0,R_14,2912,R_14,52,R_14,2015
NV,NV0008,014,NV0008-11,MOAPA TOWN LIBRARY,00,00,00,-114.59112,36.670491,32,003,47840,2069681,42,59.02,1033,3204,29820,0,addresspoint,ADV,NND,1340 E HWY 168,MOAPA,89025,M,CLARK,7028642438,BR,NC,2000,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,015,NV0008-12,MOAPA VALLEY LIBRARY,00,00,00,-114.446259,36.545942,32,003,47880,2069681,33,56.13,2031,3204,29820,0,addresspoint,STD,NND,350 N MOAPA VALLEY BLVD,OVERTON,89040,M,CLARK,7023972690,BR,NC,4700,R_14,0,R_14,2496,R_14,52,R_14,2015
NV,NV0008,016,NV0008-13,MOUNT CHARLESTON LIBRARY,00,00,00,-115.6438679,36.258673,32,003,49310,2069681,42,75,1160,3204,29820,0,street,DGL,POC,1252 ASPEN AVE,LAS VEGAS,89124,M,CLARK,7028725585,BR,NC,2800,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,017,NV0008-14,RAINBOW LIBRARY,00,00,00,-115.260352,36.217289,32,003,40000,2069681,11,34.15,1008,3204,29820,0,addresspoint,STD,NND,3150 NORTH BUFFALO DR,LAS VEGAS,89128,7821,CLARK,7025073710,BR,CC,25000,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,019,NV0008-16,SANDY VALLEY LIBRARY,00,00,00,-115.647698,35.809379,32,003,64600,2069681,42,58.27,2138,3203,29820,0,addresspoint,ADV,NND,650 W QUARTZ AVE,SANDY VALLEY,89019,8553,CLARK,7027235333,BR,NC,1200,R_14,0,R_14,1560,R_14,52,R_14,2015
NV,NV0008,020,NV0008-17,SEARCHLIGHT LIBRARY,00,00,00,-114.9074715,35.4675867,32,003,65600,2069681,43,57.03,2556,3203,29820,0,house,STD,NND,200 MICHAEL WENDELL WAY,SEARCHLIGHT,89046,M,CLARK,7022971442,BR,NC,1200,R_14,0,R_14,1040,R_14,52,R_14,2015
NV,NV0008,021,NV0008-18,SPRING VALLEY LIBRARY,00,00,00,-115.224914,36.111342,32,003,68585,2069681,21,29.64,2004,3201,29820,0,addresspoint,STD,NND,4280 SOUTH JONES BLVD,LAS VEGAS,89103,3325,CLARK,7025073820,BR,CC,24500,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,022,NV0008-20,SUNRISE LIBRARY,00,00,00,-115.054753,36.177771,32,003,71400,2069681,21,49.14,1005,3201,29820,0,addresspoint,STD,NND,5400 HARRIS AVENUE,LAS VEGAS,89110,2543,CLARK,7025073900,BR,CC,22900,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,024,NV0008-22,WEST LAS VEGAS LIBRARY,00,00,00,-115.154601,36.19569,32,003,40000,2069681,11,3.02,4000,3204,29820,0,addresspoint,STD,NND,951 WEST LAKE MEAD BLVD,LAS VEGAS,89106,2337,CLARK,7025073980,BR,CC,38866,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,025,NV0008-15,SAHARA WEST LIBRARY,00,00,00,-115.305489,36.144497,32,003,40000,2069681,11,58.04,4003,3203,29820,0,addresspoint,STD,NND,9600 WEST SAHARA AVENUE,LAS VEGAS,89117,5959,CLARK,7025073630,BR,CC,122000,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,026,NV0008-10,MESQUITE LIBRARY,00,00,00,-114.070462,36.805311,32,003,46000,2069681,32,56.07,1009,3204,29820,0,addresspoint,STD,NND,121 WEST 1ST NORTH ST,MESQUITE,89027,4759,CLARK,7025074080,BR,NO,5600,R_14,0,R_14,2912,R_14,52,R_14,2015
NV,NV0008,027,NV0008-19,SUMMERLIN LIBRARY,00,00,00,-115.302275,36.19188,32,003,40000,2069681,11,32.18,4016,3204,29820,0,addresspoint,STD,NND,1771 INNER CIRCLE DRIVE,LAS VEGAS,89134,6119,CLARK,7025073860,BR,CC,40195,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,028,NV0008-23,WHITNEY LIBRARY,00,00,00,-115.059811,36.100254,32,003,83800,2069681,21,50.11,1006,3201,29820,0,addresspoint,STD,NND,5175 EAST TROPICANA AVE,LAS VEGAS,89122,6742,CLARK,7025074010,BR,CC,26619,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,029,NV0008-24,MEADOWS VILLAGE LIBRARY AND HOMEWORK CENTER,00,00,00,-115.160537,36.14746,32,003,40000,2069681,11,11,2007,3201,29820,0,addresspoint,STD,NND,300 WEST BOSTON AVE,LAS VEGAS,89102,4904,CLARK,7024740023,BR,NO,1200,R_14,0,R_14,1924,R_14,52,R_14,2015
NV,NV0008,030,NV0008-24,CENTENNIAL HILLS LIBRARY,00,00,00,-115.2607013,36.282468,32,003,40000,2069681,11,33.2,1000,3204,29820,0,house,STD,NND,6711 NORTH BUFFALO DRIVE,LAS VEGAS,89131,4083,CLARK,7025076147,BR,CC,32341,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0008,031,NV0008-25,WINDMILL LIBRARY,00,00,00,-115.246131,36.041194,32,003,23770,2069681,21,29.77,2003,3203,29820,0,addresspoint,STD,NND,7060 W WINDMILL LN,LAS VEGAS,89113,4678,CLARK,7025076054,BR,CC,30696,R_14,0,R_14,3328,R_14,52,R_14,2015
NV,NV0012,002,NV0012-02,GIBSON LIBRARY,00,00,00,-114.9904837,36.0366338,32,003,31900,2069681,11,51.05,2050,3203,29820,0,house,STD,NND,100 W LAKE MEAD PKWY,HENDERSON,89015,7090,CLARK,7025658402,BR,NC,19100,R_14,0,R_14,2609,R_14,52,R_14,2015
NV,NV0012,005,NV0012-05,MALCOLM,03,00,00,-115.117824,35.991627,32,003,31900,2069681,11,53.46,1012,3203,29820,0,addresspoint,STD,NND,2960 SUNRIDGE HTS. PKWY.,HENDERSON,89052,M,CLARK,7022637522,BR,NC,-3,U_14,-3,U_14,-3,U_14,-3,U_14,2015
NV,NV0012,006,NV0012-01,PASEO VERDE LIBRARY,00,00,00,-115.0829683,36.0189569,32,003,31900,2069681,11,53.37,1000,3203,29820,0,house,STD,NND,280 S GREEN VALLEY PKWY,HENDERSON,89012,2301,CLARK,7024927252,BR,NC,42000,R_14,0,R_14,2609,R_14,52,R_14,2015
NV,NV0012,013,NV0012-13,GALLERIA,03,00,00,-115.041462,36.0638,32,003,31900,2069681,11,51.05,1042,3203,29820,0,addresspoint,STD,NND,1300 WEST SUNSET ROAD #1121,HENDERSON,89014,M,CLARK,7022074259,BR,NC,-3,U_14,-3,U_14,-3,U_14,-3,U_14,2015
NV,NV0012,014,NV0012-14,GREEN VALLEY LIBRARY,00,00,00,-115.082485,36.070465,32,003,31900,2069681,11,51.02,1000,3203,29820,0,addresspoint,STD,NND,2797 N GREEN VALLEY PKWY,HENDERSON,89014,0244,CLARK,7022074260,CE,NC,21410,R_14,0,R_14,2602,R_14,52,R_14,2015
NV,NV0012,015,NV0012-15,HERITAGE PARK LIBRARY,00,00,00,-114.9498913,36.0332219,32,003,31900,2069681,11,54.34,2024,3203,29820,0,house,STD,NND,300 S. RACETRACK ROAD,HENDERSON,89015,4620,CLARK,7022074258,BR,NC,1619,R_14,0,R_14,204,R_14,52,R_14,2015
NV,NV0013,002,NV0013-01,HUMBOLDT COUNTY LIBRARY,00,00,00,-117.7321336,40.9727544,32,013,84800,17279,33,107.01,3053,3202,49080,1,house,STD,NND,85 EAST 5TH STREET,WINNEMUCCA,89445,3010,HUMBOLDT,7756236388,CE,NO,18122,R_14,0,R_14,2912,R_14,52,R_14,2015
NV,NV0013,003,NV0013-02,DENIO BRANCH LIBRARY,00,00,00,-118.94231,41.530368,32,013,00000,17279,43,0,0,3202,0,0,postalcode-main,NCF,POC,PARCEL #02-601-07,DENIO,89404,M,HUMBOLDT,7759410330,BR,NO,500,R_14,0,R_14,624,R_14,52,R_14,2015
NV,NV0013,004,NV0013-03,MCDERMITT BRANCH LIBRARY,00,00,00,-117.712434,41.966616,32,013,00000,17279,43,105,1263,3202,49080,1,postalcode-main,NCF,POC,135 OREGON RD,MCDERMITT,89421,M,HUMBOLDT,7755328014,BR,NO,3000,R_14,0,R_14,1248,R_14,52,R_14,2015
NV,NV0013,005,NV0013-04,HUMBOLDT COUNTY BOOKMOBILE,00,00,00,-117.7321336,40.9727544,32,013,84800,17279,33,107.01,3053,3202,49080,1,house,STD,NND,85 EAST 5TH STREET,WINNEMUCCA,89445,3010,HUMBOLDT,7756236388,BS,NO,-3,U_14,1,R_14,966,R_14,52,R_14,2015
NV,NV0014,004,NV0014-03,CALIENTE BRANCH LIBRARY,00,00,00,-114.513964,37.6124416,32,017,08500,5184,43,9502,2121,3204,0,0,house,STD,NND,100 DEPOT AVE,CALIENTE,89008,M,LINCOLN,7757263104,BR,NO,1245,R_14,0,R_14,1000,R_14,52,R_14,2015
NV,NV0014,005,NV0014-04,LINCOLN COUNTY BOOKMOBILE,00,00,00,-114.447542,37.938597,32,017,57400,5184,43,9501,1810,3204,0,0,postalcode-sub,ABR,POC,63 MAIN STREET,PIOCHE,89043,M,LINCOLN,7759625244,BS,NO,-3,U_14,1,R_14,1000,R_14,52,R_14,2015
NV,NV0014,006,NV0014-01,LINCOLN COUNTY LIBRARY,00,00,00,-114.447542,37.938597,32,017,57400,5184,43,9501,1810,3204,0,0,postalcode-sub,ABR,POC,63 MAIN ST,PIOCHE,89043,M,LINCOLN,7759625244,CE,NO,1296,R_14,0,R_14,1000,R_14,52,R_14,2015
NV,NV0014,007,NV0014-02,ALAMO BRANCH LIBRARY,00,00,00,-115.166722,37.362592,32,017,00500,5184,43,9502,1752,3204,0,0,street,DGL,POC,100 S FIRST W,ALAMO,89001,M,LINCOLN,7757253343,BR,NO,1965,R_14,0,R_14,1000,R_14,52,R_14,2015
NV,NV0015,002,NV0015-01,CENTRAL LIBRARY,00,00,00,-119.1620024,38.9951742,32,019,85400,51789,32,9609,3064,3204,22280,1,house,STD,NND,20 NEVIN WAY,YERINGTON,89447,2327,LYON,7754636645,CE,NO,8315,R_14,0,R_14,1330,R_14,52,R_14,2015
NV,NV0015,003,NV0015-02,DAYTON VALLEY BRANCH LIBRARY,00,00,00,-119.5776532,39.2398181,32,019,17500,51789,31,9603.03,1053,3202,22280,1,house,STD,NND,321 OLD DAYTON VALLEY ROAD,DAYTON,89403,8902,LYON,7752466212,BR,NO,4170,R_14,0,R_14,1330,R_14,52,R_14,2015
NV,NV0015,004,NV0015-03,FERNLEY BRANCH LIBRARY,00,00,00,-119.241259,39.605693,32,019,24900,51789,32,9601.02,2010,3202,22280,1,postalcode-sub,NCF,POC,575 SILVER LACE BLVD,FERNLEY,89408,8547,LYON,7755753366,BR,NO,3679,R_14,0,R_14,1330,R_14,52,R_14,2015
NV,NV0015,005,NV0015-04,SMITH VALLEY LIBRARY,00,00,00,-119.3289145,38.8024698,32,019,68050,51789,43,9608,2114,3204,22280,1,house,STD,NND,22 DAY LANE,SMITH VALLEY,89430,9707,LYON,7754652369,BR,NO,6500,R_14,0,R_14,532,R_14,52,R_14,2015
