STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,ADDRTYPE,MSTATUS,SCORE
NM,NM0113,001,NM0113-001,SANDIA PUEBLO LEARNING RESOURCE CENTER,236 SANDIA DAY SCHOOL ROAD,SANDIA PUEBLO,87004,M,SANDOVAL,5057715074,CE,NC,1200,R_15,0,R_15,1744,R_15,50,R_15,2016,00,00,00,-106.572719,35.258558,35,043,59950,139394,41,111,3056,3501,10740,0,StreetAddress,E,100
NM,NM0114,001,NM0114-001,TRUCHAS COMMUNITY LIBRARY,60 COUNTY ROAD 75,TRUCHAS,87578,M,RIO ARRIBA,5056892683,CE,NO,1960,R_15,0,R_15,1730,R_15,52,R_15,2016,00,00,00,-105.810742,36.043469,35,039,79700,39465,42,1,1098,3503,21580,1,Postal,E,100
NM,NM0115,001,NM0115-001,PUEBLO OF SAN FELIPE COMMUNITY LIBRARY,24 BLACK MESA RD,SAN FELIPE PUEBLO,87001,M,SANDOVAL,5057719970,CE,NC,920,R_15,0,R_15,2200,R_15,52,R_15,2016,00,00,00,-106.448791,35.431719,35,043,67450,139394,41,9407,1026,3503,10740,0,PointAddress,E,97.484375
NM,NM0116,001,NM0116-001,SUNLAND PARK COMMUNITY LIBRARY,984 MCNUTT RD,SUNLAND PARK,88063,9039,DONA ANA,5058740873,CE,NC,4125,R_15,0,R_15,-1,U_15,-1,U_15,2016,00,00,00,-106.55636,31.795711,35,013,75640,214295,21,17.05,2015,3502,29740,0,StreetAddress,E,100
NM,NM0119,001,NM0119-001,MESCALERO COMMUNITY LIBRARY,148 COTTONWOOD DRIVE,MESCALERO,88340,M,OTERO,5054645010,CE,NO,2040,R_15,0,R_15,2300,R_15,52,R_15,2016,00,00,00,-105.782439,33.156833,35,035,47920,64362,43,9400,2078,3502,10460,1,StreetAddress,E,100
NM,NM0121,001,NM0121-001,RESERVE PUBLIC LIBRARY,15 JAKE SCOTT ST.,RESERVE,87830,M,CATRON,5755336276,CE,NO,1225,R_15,0,R_15,2125,R_15,50,R_15,2016,00,00,00,-108.762705,33.708096,35,003,62620,3456,43,9764,3127,3502,0,M,StreetName,E,88.640625
NM,NM0122,001,NM0122-001,RIO ABAJO COMMUNITY LIBRARY,28 SOUTH CALLE DE CENTRO,LA JOYA,87028,8000,SOCORRO,5058618289,CE,NO,1522,R_15,0,R_15,1066,R_15,52,R_15,2016,00,00,00,-106.836414,34.364773,35,053,M,17256,42,9781,1120,3502,0,M,StreetAddress,E,92.421875
NM,NM0123,001,NM0123-001,SANTO DOMINGO PUEBLO LIBRARY,TESUQUE STREET,SANTO DOMINGO PUEBLO,87052,M,SANDOVAL,5054652214,CE,NC,1672,R_15,0,R_15,1055,R_15,30,R_15,2016,00,00,00,-106.357785,35.515373,35,043,70810,139394,32,9402,1016,3503,10740,0,StreetName,E,100
NM,NM0125,001,NM0125-001,VISTA GRANDE PUBLIC LIBRARY,14 AVENIDA TORREON,SANTA FE,87508,8715,SANTA FE,5054667323,CE,NC,4000,R_15,0,R_15,1440,R_15,52,R_15,2016,00,00,00,-105.908465,35.53668,35,049,22625,148686,31,107,3043,3503,42140,0,PointAddress,E,100
NM,NM0127,001,NM0127-001,GILA VALLEY LIBRARY,411 HIGHWAY 211,GILA,88038,M,GRANT,5755354343,CE,NO,700,R_15,0,R_15,1274,R_15,50,R_15,2016,00,00,00,-108.578465,32.964824,35,017,29160,28609,43,9641,1116,3502,43500,1,StreetName,E,100
NM,NM0128,001,NM0128-001,PLACITAS COMMUNITY LIBRARY,453 HWY 165,PLACITAS,87043,9120,SANDOVAL,5058673355,CE,NC,3350,R_15,0,R_15,1680,R_15,52,R_15,2016,00,00,00,-106.460602,35.30608,35,043,58070,139394,41,111,1067,3501,10740,0,StreetAddress,E,100
NM,NM0129,002,NM0129-002,TAYTSUGEH OWEENGEH LIBRARY,INTERGENERATIONAL CENTER,SANTA FE,87506,M,SANTA FE,5059557730,CE,NC,1776,R_15,0,R_15,1868,R_15,52,R_15,2016,00,00,00,-105.946134,35.713032,35,049,70500,148686,13,2,1027,3503,42140,0,Postal,E,100
NM,NM0130,001,NM0130-001,TULAROSA PUBLIC LIBRARY,515 FRESNO ST.,TULAROSA,88352,2622,OTERO,5755852711,CE,NO,560,R_15,0,R_15,1615,R_15,48,R_15,2016,00,00,00,-106.019782,33.072604,35,035,79980,64362,33,7,4269,3502,10460,1,PointAddress,E,100
NM,NM0131,001,NM0131-001,VILLAGE OF CORONA PUBLIC LIBRARY,481 CORONA MAIN STREET,CORONA,88318,M,LINCOLN,5758495513,CE,NO,1600,R_15,0,R_15,1912,R_15,51,R_15,2016,00,00,00,-105.594233,34.253466,35,027,17680,19420,43,9602,1079,3502,0,M,StreetName,E,100
NM,NM0132,001,NM0132-001,TALPA COMMUNITY CENTER LIBRARY,4 ARCHULETA RD,RANCHOS DE TAOS,87557,9756,TAOS,5757511014,CE,NO,1375,R_15,0,R_15,1245,R_15,50,R_15,2016,00,00,00,-105.596945,36.341455,35,055,76130,32907,33,9527,2242,3503,45340,1,StreetAddress,E,100
NM,NM0133,001,NM0133-001,P`OE TSAWA COMMMUNITY LIBRARY,232 POPAY AVENUE,OHKAY OWINGEH,87566,3801,RIO ARRIBA,5058522814,CE,NC,28000,R_15,0,R_15,2340,R_15,52,R_15,2016,00,00,00,-106.069016,36.048681,35,039,53150,39465,32,9441,1072,3503,21580,1,StreetName,E,100
NM,NM0134,001,NM0134-001,QUESTA PUBLIC LIBRARY,6 1/2 MUNICIPAL PARK ROAD,QUESTA,87556,M,TAOS,5755862023,CE,NO,1600,R_15,0,R_15,1217,R_15,52,R_15,2016,00,00,00,-105.593209,36.725436,35,055,60870,32907,43,9521,5023,3503,45340,1,StreetName,E,100
NM,NM0135,001,NM0135-001,VALLECITOS COMMUNITY CENTER AND LIBRARY,13 COUNTY RD. 251,VALLECITOS,87581,M,RIO ARRIBA,5755824211,CE,NO,1800,R_15,0,R_15,780,R_15,52,R_15,2016,00,00,00,-106.113905,36.493153,35,039,M,39465,43,4,1321,3503,21580,1,StreetName,E,100
NM,NM0136,001,NM0136-001,DAVID F. CARGO EL VALLE DE ANTON CHICO LIBRARY,1077 NM SR 386,ANTON CHICO,87711,M,GUADALUPE,5754272665,CE,NO,2000,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-105.141591,35.198916,35,019,03890,4371,43,9616,4060,3502,0,M,StreetAddress,E,100
NM,NM0137,001,NM0137-001,ANTHONY PUBLIC LIBRARY,750 LANDERS RD,ANTHONY,88021,6812,DONA ANA,5758823059,CE,M,-1,U_15,0,R_15,2808,R_15,52,R_15,2016,00,00,00,-106.598938,32.013915,35,013,03820,214295,21,18.06,1049,3502,29740,0,StreetAddress,E,100
NV,NV0001,002,NV0001-01,AMARGOSA VALLEY LIBRARY DISTRICT,829 EAST FARM ROAD,AMARGOSA VALLEY,89020,M,NYE,7753725340,CE,NO,2000,R_15,0,R_15,2031,R_15,52,R_15,2016,00,00,00,-116.453586,36.568908,32,023,M,42477,43,9603,1267,3204,37220,1,StreetName,E,90.53125
NV,NV0002,002,NV0002-01,BEATTY LIBRARY DISTRICT,400 NORTH 4TH ST,BEATTY,89003,M,NYE,7755532257,CE,NO,2936,R_15,0,R_15,1092,R_15,52,R_15,2016,00,00,00,-116.763665,36.908555,32,023,05100,42477,43,9603,2249,3204,37220,1,PointAddress,E,100
NV,NV0003,002,NV0003-01,BOULDER CITY LIBRARY,701 ADAMS BLVD,BOULDER CITY,89005,2207,CLARK,7022931281,CE,NO,48500,R_15,0,R_15,3116,R_15,52,R_15,2016,00,00,00,-114.829599,35.969033,32,003,06500,2114801,31,55.04,1000,3203,29820,0,PointAddress,E,100
NV,NV0004,002,NV0004-01,CHURCHILL COUNTY LIBRARY,553 SOUTH MAINE STREET,FALLON,89406,3306,CHURCHILL,7754237581,CE,NO,9265,R_15,0,R_15,2850,R_15,52,R_15,2016,00,00,00,-118.777085,39.469511,32,001,24100,24200,33,9503.01,1035,3202,21980,1,PointAddress,E,100
NV,NV0005,002,NV0005-01,PAHRUMP COMMUNITY LIBRARY,701 EAST STREET,PAHRUMP,89041,2164,NYE,7757275930,CE,NO,20000,R_15,0,R_15,2392,R_15,52,R_15,2016,00,00,00,-115.991757,36.209395,32,023,53800,42477,33,9604.02,1071,3204,37220,1,StreetAddress,E,92.078125
NV,NV0006,002,NV0006-01,DOUGLAS COUNTY PUBLIC LIBRARY,1625 LIBRARY LANE,MINDEN,89423,4420,DOUGLAS,7757829841,CE,NO,14400,R_15,0,R_15,2495,R_15,52,R_15,2016,00,06,00,-119.777538,38.955241,32,005,47000,47710,32,14,2017,3202,23820,1,PointAddress,E,100
NV,NV0006,003,NV0006-02,LAKE TAHOE BRANCH LIBRARY,233 WARRIOR WAY,STATELINE,89449,M,DOUGLAS,7755886411,BR,NO,5875,R_15,0,R_15,1602,R_15,52,R_15,2016,00,00,00,-119.933479,38.968418,32,005,38000,47710,32,18,1017,3202,23820,1,Postal,E,100
NV,NV0007,002,NV0007-01,ELKO COUNTY LIBRARY,720 COURT STREET,ELKO,89801,3331,ELKO,7757383066,CE,NO,17500,R_15,0,R_15,2801,R_15,52,R_15,2016,00,00,00,-115.761461,40.835297,32,007,22500,51935,33,9508,2030,3202,21220,1,PointAddress,E,100
NV,NV0007,003,NV0007-02,AUSTIN BRANCH LIBRARY,88 MAIN STREET,AUSTIN,89310,M,LANDER,7759642428,BR,NO,600,R_15,0,R_15,597,R_15,52,R_15,2016,00,00,00,-117.071516,39.493026,32,015,03700,5903,43,3,3625,3202,0,M,PointAddress,E,100
NV,NV0007,004,NV0007-03,BATTLE MOUNTAIN BRANCH LIBRARY,625 S BROAD ST,BATTLE MOUNTAIN,89820,1920,LANDER,7756352534,BR,NO,2000,R_15,0,R_15,1298,R_15,52,R_15,2016,00,00,00,-116.939488,40.638705,32,015,04900,5903,33,3,5041,3202,0,M,PointAddress,E,100
NV,NV0007,005,NV0007-04,BEOWAWE BRANCH LIBRARY,STATE HIGHWAY 306,BEOWAWE,89821,M,EUREKA,7754680215,BR,NO,-3,U_15,-3,U_15,-3,U_15,-3,U_15,2016,03,00,00,-116.477664,40.597742,32,011,M,2016,43,1,1184,3202,21220,1,Manual,E,100
NV,NV0007,006,NV0007-05,EUREKA BRANCH LIBRARY,210 S MONROE,EUREKA,89316,M,EUREKA,7752375307,BR,NO,1492,R_15,0,R_15,1503,R_15,52,R_15,2016,00,00,00,-115.961161,39.510673,32,011,23900,2016,43,1,2400,3202,21220,1,StreetAddress,E,90.90625
NV,NV0007,007,NV0007-06,TUSCARORA BRANCH LIBRARY,55 WEED ST,TUSCARORA,89834,9995,ELKO,7757566597,BR,NO,100,R_15,0,R_15,1491,R_15,52,R_15,2016,00,00,00,-116.223193,41.314653,32,007,M,51935,43,9517,2488,3202,21220,1,StreetAddress,E,100
NV,NV0007,008,NV0007-07,WELLS BRANCH LIBRARY,208 BAKER ST,WELLS,89835,M,ELKO,7757523856,BR,NO,2800,R_15,0,R_15,1503,R_15,52,R_15,2016,00,00,00,-114.973364,41.108565,32,007,83000,51935,43,9502,2018,3202,21220,1,PointAddress,E,100
NV,NV0007,009,NV0007-10,WEST WENDOVER BRANCH LIBRARY,590 CAMPER DR,WEST WENDOVER,89883,3789,ELKO,7756642510,BR,NO,3840,R_15,0,R_15,1503,R_15,52,R_15,2016,00,00,00,-114.065852,40.736379,32,007,83730,51935,33,9515,2020,3202,21220,1,StreetName,E,100
NV,NV0007,010,NV0007-09,ELKO COUNTY BOOKMOBILE,720 COURT STREET,ELKO,89801,3331,ELKO,7757387066,BS,NO,-3,R_15,1,R_15,1499,R_15,49,R_15,2016,00,00,00,-115.761461,40.835297,32,007,22500,51935,33,9508,2030,3202,21220,1,PointAddress,E,100
NV,NV0007,011,NV0007-08,CARLIN BRANCH LIBRARY,330 MEMORY LANE,CARLIN,89822,M,ELKO,7757546766,BR,NO,2400,R_15,0,R_15,1503,R_15,52,R_15,2016,00,00,00,-116.116662,40.71753,32,007,08900,51935,43,9516,2001,3202,21220,1,StreetAddress,E,100
NV,NV0007,012,NV0007-09,CRESCENT VALLEY BRANCH LIBRARY,5045 TENABO,BEOWAWE,89821,8051,EUREKA,7754680249,BR,NO,588,R_15,0,R_15,702,R_15,52,R_15,2016,00,00,00,-116.582991,40.412832,32,011,16300,2016,43,1,1424,3202,21220,1,StreetAddress,E,85.765625
NV,NV0007,013,NV0007-11,JACKPOT BRANCH LIBRARY,2301 PROGRESSIVE DR,JACKPOT,89825,M,ELKO,7757552356,BR,NO,3840,R_15,0,R_15,1521,R_15,52,R_15,2016,00,00,00,-114.664059,41.979976,32,007,36500,51935,43,9517,3043,3202,21220,1,PointAddress,E,100
NV,NV0008,002,NV0008-01,LAS VEGAS LIBRARY,833 LAS VEGAS BLVD NORTH,LAS VEGAS,89101,2059,CLARK,7025073500,BR,CC,104000,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.135095,36.178544,32,003,40000,2114801,11,4.01,1000,3201,29820,0,StreetAddress,E,100
NV,NV0008,003,NV0008-02,BLUE DIAMOND LIBRARY,14 COTTONWOOD DR,BLUE DIAMOND,89004,M,CLARK,7028754295,BR,NC,1000,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-115.407319,36.046835,32,003,05700,2114801,42,75,1107,3203,29820,0,StreetAddress,E,100
NV,NV0008,004,NV0008-03,BUNKERVILLE LIBRARY,10 W VIRGIN ST,BUNKERVILLE,89007,M,CLARK,7023465238,BR,NC,1200,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-114.126984,36.772847,32,003,08100,2114801,41,76,3059,3204,29820,0,StreetAddress,E,100
NV,NV0008,005,NV0008-21,WEST CHARLESTON LIBRARY,6301 W. CHARLESTON BLVD,LAS VEGAS,89146,1124,CLARK,7025073940,BR,CC,38900,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.231334,36.159079,32,003,40000,2114801,11,29.05,4000,3201,29820,0,StreetAddress,E,100
NV,NV0008,006,NV0008-04,CLARK COUNTY LIBRARY,1401 E. FLAMINGO ROAD,LAS VEGAS,89119,5256,CLARK,7025073400,BR,CC,120000,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.13488,36.114493,32,003,54600,2114801,12,25.06,1000,3201,29820,0,PointAddress,E,100
NV,NV0008,007,NV0008-05,ENTERPRISE LIBRARY,25 E SHELBOURNE AVENUE,LAS VEGAS,89123,2139,CLARK,7025073760,BR,CC,26300,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.1711,36.038773,32,003,23770,2114801,21,28.28,1008,3203,29820,0,PointAddress,E,100
NV,NV0008,009,NV0008-06,GOODSPRINGS LIBRARY,365 W SAN PEDRO AVE,GOODSPRINGS,89019,M,CLARK,7028741366,BR,NC,1200,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-115.435554,35.831759,32,003,29500,2114801,42,58.27,1255,3203,29820,0,StreetAddress,E,96.390625
NV,NV0008,010,NV0008-08,INDIAN SPRINGS LIBRARY,715 GRETTA LANE,INDIAN SPRINGS,89018,M,CLARK,7028793845,BR,NC,1200,R_15,0,R_15,1560,R_15,52,R_15,2016,00,00,00,-115.67717,36.570266,32,003,35300,2114801,43,58.18,2025,3204,29820,0,StreetAddress,E,92.421875
NV,NV0008,011,NV0008-09,LAUGHLIN LIBRARY,2840 S NEEDLES HWY,LAUGHLIN,89028,M,CLARK,7025074061,BR,NC,15424,R_15,0,R_15,2912,R_15,52,R_15,2016,00,00,00,-114.625047,35.144787,32,003,41000,2114801,33,57.02,1003,3203,29820,0,StreetAddress,E,92.078125
NV,NV0008,014,NV0008-11,MOAPA TOWN LIBRARY,1340 E HWY 168,MOAPA,89025,M,CLARK,7028642438,BR,NC,2000,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-114.591306,36.670636,32,003,47840,2114801,42,59.02,1033,3204,29820,0,PointAddress,E,100
NV,NV0008,015,NV0008-12,MOAPA VALLEY LIBRARY,350 N MOAPA VALLEY BLVD,OVERTON,89040,M,CLARK,7023972690,BR,NC,4700,R_15,0,R_15,2496,R_15,52,R_15,2016,00,00,00,-114.446134,36.545905,32,003,47880,2114801,33,56.13,2031,3204,29820,0,PointAddress,E,100
NV,NV0008,016,NV0008-13,MOUNT CHARLESTON LIBRARY,1252 ASPEN AVE,LAS VEGAS,89124,M,CLARK,7028725585,BR,NC,2800,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-115.644256,36.258695,32,003,49310,2114801,42,75,1160,3204,29820,0,StreetName,E,100
NV,NV0008,017,NV0008-14,RAINBOW LIBRARY,3150 NORTH BUFFALO DR,LAS VEGAS,89128,7821,CLARK,7025073710,BR,CC,25000,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.260427,36.21718,32,003,40000,2114801,11,34.15,1008,3204,29820,0,PointAddress,E,100
NV,NV0008,019,NV0008-16,SANDY VALLEY LIBRARY,650 W QUARTZ AVE,SANDY VALLEY,89019,8553,CLARK,7027235333,BR,NC,1200,R_15,0,R_15,1560,R_15,52,R_15,2016,00,00,00,-115.64792,35.809358,32,003,64600,2114801,42,58.27,2140,3203,29820,0,PointAddress,E,100
NV,NV0008,020,NV0008-17,SEARCHLIGHT LIBRARY,200 MICHAEL WENDELL WAY,SEARCHLIGHT,89046,M,CLARK,7022971442,BR,NC,1200,R_15,0,R_15,1040,R_15,52,R_15,2016,00,00,00,-114.907476,35.467951,32,003,65600,2114801,43,57.03,2556,3203,29820,0,PointAddress,E,100
NV,NV0008,021,NV0008-18,SPRING VALLEY LIBRARY,4280 SOUTH JONES BLVD,LAS VEGAS,89103,3325,CLARK,7025073820,BR,CC,24500,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.224886,36.11134,32,003,68585,2114801,21,29.64,2004,3201,29820,0,PointAddress,E,100
NV,NV0008,022,NV0008-20,SUNRISE LIBRARY,5400 HARRIS AVENUE,LAS VEGAS,89110,2543,CLARK,7025073900,BR,CC,22900,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.055167,36.177826,32,003,71400,2114801,21,49.14,1005,3201,29820,0,StreetAddress,E,100
NV,NV0008,024,NV0008-22,WEST LAS VEGAS LIBRARY,951 WEST LAKE MEAD BLVD,LAS VEGAS,89106,2337,CLARK,7025073980,BR,CC,38866,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.15449,36.195683,32,003,40000,2114801,11,3.02,4000,3204,29820,0,PointAddress,E,100
NV,NV0008,025,NV0008-15,SAHARA WEST LIBRARY,9600 WEST SAHARA AVENUE,LAS VEGAS,89117,5959,CLARK,7025073630,BR,CC,122000,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.3059,36.144528,32,003,40000,2114801,11,58.04,4003,3203,29820,0,PointAddress,E,100
NV,NV0008,026,NV0008-10,MESQUITE LIBRARY,121 WEST 1ST NORTH ST,MESQUITE,89027,4759,CLARK,7025074080,BR,NO,5600,R_15,0,R_15,2912,R_15,52,R_15,2016,00,00,00,-114.070331,36.805318,32,003,46000,2114801,32,56.07,1013,3204,29820,0,PointAddress,E,100
NV,NV0008,027,NV0008-19,SUMMERLIN LIBRARY,1771 INNER CIRCLE DRIVE,LAS VEGAS,89134,6119,CLARK,7025073860,BR,CC,40195,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.301282,36.191699,32,003,40000,2114801,11,32.18,4016,3204,29820,0,PointAddress,E,100
NV,NV0008,028,NV0008-23,WHITNEY LIBRARY,5175 EAST TROPICANA AVE,LAS VEGAS,89122,6742,CLARK,7025074010,BR,CC,26619,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.06035,36.100223,32,003,83800,2114801,21,50.11,1006,3201,29820,0,PointAddress,E,100
NV,NV0008,029,NV0008-24,MEADOWS VILLAGE LIBRARY AND HOMEWORK CENTER,300 WEST BOSTON AVE,LAS VEGAS,89102,4904,CLARK,7024740023,BR,NO,1200,R_15,0,R_15,1924,R_15,52,R_15,2016,00,00,00,-115.160539,36.147478,32,003,40000,2114801,11,11,2007,3201,29820,0,PointAddress,E,100
NV,NV0008,030,NV0008-24,CENTENNIAL HILLS LIBRARY,6711 NORTH BUFFALO DRIVE,LAS VEGAS,89131,4083,CLARK,7025076100,BR,CC,32341,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.260543,36.283772,32,003,40000,2114801,11,33.2,1000,3204,29820,0,StreetAddress,E,100
NV,NV0008,031,NV0008-25,WINDMILL LIBRARY,7060 W WINDMILL LN,LAS VEGAS,89113,4678,CLARK,7025076030,BR,CC,30696,R_15,0,R_15,3328,R_15,52,R_15,2016,00,00,00,-115.246112,36.041188,32,003,23770,2114801,21,29.78,1000,3203,29820,0,PointAddress,E,100
NV,NV0012,002,NV0012-02,GIBSON LIBRARY,100 W LAKE MEAD PKWY,HENDERSON,89015,7090,CLARK,7025658402,BR,NC,19100,R_15,0,R_15,2469,R_15,52,R_15,2016,00,00,00,-114.988714,36.036898,32,003,31900,2114801,11,51.05,2050,3203,29820,0,PointAddress,E,100
NV,NV0012,006,NV0012-01,PASEO VERDE LIBRARY,280 S GREEN VALLEY PKWY,HENDERSON,89012,2301,CLARK,7024927252,BR,NC,42000,R_15,0,R_15,2768,R_15,52,R_15,2016,00,00,00,-115.082894,36.018433,32,003,31900,2114801,11,53.37,1000,3203,29820,0,StreetAddress,E,100
NV,NV0012,014,NV0012-14,GREEN VALLEY LIBRARY,2797 N GREEN VALLEY PKWY,HENDERSON,89014,0244,CLARK,7022074260,CE,NC,21410,R_15,0,R_15,2346,R_15,52,R_15,2016,00,00,00,-115.082514,36.07046,32,003,31900,2114801,11,51.02,1000,3203,29820,0,PointAddress,E,100
NV,NV0012,015,NV0012-15,HERITAGE PARK LIBRARY,300 S. RACETRACK ROAD,HENDERSON,89015,4620,CLARK,7022074258,BR,NC,1619,R_15,0,R_15,204,R_15,52,R_15,2016,00,00,00,-114.949871,36.034263,32,003,31900,2114801,11,54.34,2024,3203,29820,0,StreetAddress,E,100
NV,NV0013,002,NV0013-01,HUMBOLDT COUNTY LIBRARY,85 EAST 5TH STREET,WINNEMUCCA,89445,3010,HUMBOLDT,7756236388,CE,NO,18122,R_15,0,R_15,2912,R_15,52,R_15,2016,00,00,00,-117.7321,40.972804,32,013,84800,17019,33,107.01,3053,3202,49080,1,PointAddress,E,100
NV,NV0013,003,NV0013-02,DENIO BRANCH LIBRARY,PARCEL #02-601-07,DENIO,89404,M,HUMBOLDT,7759410330,BR,NO,500,R_15,0,R_15,624,R_15,52,R_15,2016,00,00,00,-118.723142,41.589081,32,013,M,17019,43,105,3277,3202,49080,1,Postal,E,100
NV,NV0013,004,NV0013-03,MCDERMITT BRANCH LIBRARY,135 OREGON RD,MCDERMITT,89421,M,HUMBOLDT,7755328014,BR,NO,3000,R_15,0,R_15,1248,R_15,52,R_15,2016,00,00,00,-117.719146,41.998221,41,045,M,30380,43,9709,2835,4102,36620,1,Postal,E,100
NV,NV0013,005,NV0013-04,HUMBOLDT COUNTY BOOKMOBILE,85 EAST 5TH STREET,WINNEMUCCA,89445,3010,HUMBOLDT,7754557584,BS,NO,-3,R_15,1,R_15,966,R_15,52,R_15,2016,00,00,00,-117.7321,40.972804,32,013,84800,17019,33,107.01,3053,3202,49080,1,PointAddress,E,100
NV,NV0014,004,NV0014-03,CALIENTE BRANCH LIBRARY,100 DEPOT AVE,CALIENTE,89008,M,LINCOLN,7757263104,BR,NO,1245,R_15,0,R_15,1000,R_15,52,R_15,2016,00,00,00,-114.514232,37.612528,32,017,08500,5036,43,9502,2127,3204,0,M,PointAddress,E,100
NV,NV0014,005,NV0014-04,LINCOLN COUNTY BOOKMOBILE,63 MAIN STREET,PIOCHE,89043,M,LINCOLN,7759625244,BS,NO,-3,R_15,1,R_15,1000,R_15,52,R_15,2016,00,00,00,-114.448027,37.938476,32,017,57400,5036,43,9501,1860,3204,0,M,StreetAddress,E,100
NV,NV0014,006,NV0014-01,LINCOLN COUNTY LIBRARY,63 MAIN ST,PIOCHE,89043,M,LINCOLN,7759625244,CE,NO,1296,R_15,0,R_15,1000,R_15,52,R_15,2016,00,00,00,-114.448027,37.938476,32,017,57400,5036,43,9501,1860,3204,0,M,StreetAddress,E,100
NV,NV0014,007,NV0014-02,ALAMO BRANCH LIBRARY,100 S FIRST W,ALAMO,89001,M,LINCOLN,7757253343,BR,NO,1965,R_15,0,R_15,1000,R_15,52,R_15,2016,00,00,00,-115.168295,37.364123,32,017,00500,5036,43,9502,1755,3204,0,M,Postal,E,100
NV,NV0015,002,NV0015-01,CENTRAL LIBRARY,20 NEVIN WAY,YERINGTON,89447,2327,LYON,7754636645,CE,NO,8315,R_15,0,R_15,1330,R_15,52,R_15,2016,00,00,00,-119.16188,38.995178,32,019,85400,52585,32,9609,3064,3204,22280,1,PointAddress,E,100
NV,NV0015,003,NV0015-02,DAYTON VALLEY BRANCH LIBRARY,321 OLD DAYTON VALLEY ROAD,DAYTON,89403,M,LYON,7752466212,BR,NO,4170,R_15,0,R_15,1330,R_15,52,R_15,2016,00,00,00,-119.578102,39.23968,32,019,17500,52585,31,9603.03,1054,3202,22280,1,StreetAddress,E,100
NV,NV0015,004,NV0015-03,FERNLEY BRANCH LIBRARY,575 SILVER LACE BLVD,FERNLEY,89408,8547,LYON,7755753366,BR,NO,3679,R_15,0,R_15,1330,R_15,52,R_15,2016,00,00,00,-119.241215,39.60568,32,019,24900,52585,32,9601.02,2008,3202,22280,1,PointAddress,E,100
NV,NV0015,005,NV0015-04,SMITH VALLEY LIBRARY,22 DAY LANE,SMITH VALLEY,89430,9707,LYON,7754652369,BR,NO,6500,R_15,0,R_15,532,R_15,52,R_15,2016,00,00,00,-119.328869,38.801714,32,019,68050,52585,43,9608,2114,3204,22280,1,StreetAddress,E,98.921875
NV,NV0015,006,NV0015-05,SILVER STAGE BRANCH LIBRARY,3905 HWY 50 WEST,SILVER SPRINGS,89429,8352,LYON,7755775015,BR,NO,1810,R_15,0,R_15,978,R_15,52,R_15,2016,00,00,00,-119.284741,39.394307,32,019,67200,52585,42,9602.01,1125,3202,22280,1,StreetAddress,E,92.421875
NV,NV0017,002,NV0017-01,MINERAL COUNTY LIBRARY,110 FIRST ST,HAWTHORNE,89415,M,MINERAL,7759452778,CE,NO,9600,R_15,0,R_15,2303,R_15,52,R_15,2016,00,00,00,-118.614554,38.518571,32,021,31300,4478,33,9707,1106,3204,0,M,StreetAddress,E,100
NV,NV0017,003,NV0017-02,MINA-LUNING COMMUNITY LIBRARY,908 B ST,MINA,89422,M,MINERAL,7755732505,BR,NO,1500,R_15,0,R_15,675,R_15,52,R_15,2016,00,00,00,-118.111917,38.389682,32,021,46800,4478,43,9708,1466,3204,0,M,PointAddress,E,100
NV,NV0018,002,NV0018-01,NORTH LAS VEGAS PUBLIC LIBRARY,2250 LAS VEGAS BLVD N,NORTH LAS VEGAS,89030,5877,CLARK,7026331070,CE,M,7000,R_15,0,R_15,1916,R_15,52,R_15,2016,00,00,00,-115.122495,36.200536,32,003,51800,2114801,21,38,5003,3204,29820,0,PointAddress,E,100
