STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19WKSCL,C19WKSLO
LA,LA0022,009,Y,29,GROSSE TETE BRANCH,18135 WILLOW STREET,GROSSE TETE,70740,M,IBERVILLE,2256482667,BR,1100,R_21,0,900,R_21,50,R_21,2022,05,00,00,00,-91.4320346,30.4102488,22,047,32020,29824,32,9527.01,1075,2206,12940,0,E,100,STREETADDRESS,2,0
LA,LA0023,002,Y,FSCS4041,RED RIVER PARISH LIBRARY,410 EAST CARROLL STREET,COUSHATTA,71019,M,RED RIVER,3189325614,CE,10400,R_21,0,2000,R_21,50,R_21,2022,05,00,00,00,-93.3421337,32.0147819,22,081,18055,7564,43,9603,2066,2204,-4,N,E,100,STREETADDRESS,2,0
LA,LA0024,002,Y,FSCS4024,JEFFERSON DAVIS PARISH LIBRARY,118 WEST PLAQUEMINE STREET,JENNINGS,70546,5856,JEFFERSON DAVIS,3378241210,CE,7800,R_21,0,2499,R_21,51,R_21,2022,05,00,00,00,-92.6582817,30.2226528,22,053,38355,32345,32,5,1056,2203,27660,1,E,100,POINTADDRESS,0,0
LA,LA0024,003,Y,30,ELTON BRANCH,813 MAIN STREET,ELTON,70532,M,JEFFERSON DAVIS,3375842640,BR,2530,R_21,0,1862,R_21,49,R_21,2022,05,00,00,00,-92.6920139,30.481271,22,053,23620,32345,43,1,1057,2203,27660,1,E,100,STREETADDRESS,2,0
LA,LA0024,004,Y,30,LAKE ARTHUR BRANCH,600 FOURTH STREET,LAKE ARTHUR,70549,4127,JEFFERSON DAVIS,3377743661,BR,2850,R_21,0,1938,R_21,51,R_21,2022,05,00,00,00,-92.6780236,30.0807185,22,053,41050,32345,32,4.01,2012,2203,27660,1,E,100,STREETADDRESS,0,0
LA,LA0024,005,Y,30,MCBURNEY MEMORIAL BRANCH,301 SOUTH SARAH STREET,WELSH,70591,4243,JEFFERSON DAVIS,3377343262,BR,3000,R_21,0,1938,R_21,51,R_21,2022,05,00,00,00,-92.8246511,30.235642,22,053,80430,32345,32,3,4038,2203,27660,1,E,100,POINTADDRESS,0,0
LA,LA0024,006,Y,FSCS4024,JEFFERSON DAVIS PARISH LIBRARY BOOKMOBILE,118 WEST PLAQUEMINE STREET,JENNINGS,70546,5856,JEFFERSON DAVIS,3378241210,BS,-4,N_21,1,484,R_21,44,R_21,2022,05,00,00,00,-92.6582817,30.2226528,22,053,38355,32345,32,5,1056,2203,27660,1,E,100,POINTADDRESS,2,0
LA,LA0025,002,Y,FSCS4018,EVANGELINE PARISH LIBRARY,916 WEST MAIN STREET,VILLE PLATTE,70586,4330,EVANGELINE,3373631369,CE,9100,R_21,0,2548,R_21,49,R_21,2022,05,00,00,00,-92.2837428,30.6921305,22,039,78715,32215,32,9505,3003,2204,-4,N,E,100,STREETADDRESS,2,2
LA,LA0025,003,Y,31,BASILE BRANCH,3036 EAST STAGG AVENUE,BASILE,70515,5624,EVANGELINE,3374326794,BR,2900,R_21,0,2340,R_21,52,R_21,2022,05,00,00,00,-92.5948908,30.4856635,22,039,04580,32215,42,9503.02,1006,2204,-4,N,E,100,STREETADDRESS,0,0
LA,LA0025,004,Y,31,MAMOU BRANCH,317A SECOND STREET,MAMOU,70554,3603,EVANGELINE,3374685750,BR,4600,R_21,0,2295,R_21,51,R_21,2022,05,00,00,00,-92.4242965,30.6283012,22,039,48085,32215,32,9504.01,3025,2204,-4,N,E,100,STREETADDRESS,1,1
LA,LA0025,005,Y,LA0035-009,PINE PRAIRIE PRESCOTT BRANCH,1111 WALNUT STREET,PINE PRAIRIE,70576,M,EVANGELINE,3375993179,BR,2770,R_21,0,2295,R_21,51,R_21,2022,05,00,00,00,-92.4210794,30.7824445,22,039,60495,32215,42,9501.02,2006,2204,-4,N,E,96.29,STREETNAME,1,1
LA,LA0025,006,Y,31,CHATAIGNIER BRANCH,111 N. 1ST STREET,CHATAIGNIER,70524,M,EVANGELINE,3378852028,BR,1470,R_21,0,2193,R_21,51,R_21,2022,05,00,00,00,-92.3173675,30.5693044,22,039,14450,32215,42,9508,6031,2204,-4,N,E,100,MANUAL,1,1
LA,LA0025,007,Y,LA0025-007,TURKEY CREEK BRANCH,13951 VETERAN`S MEMORIAL HIGHWAY,VILLE PLATTE,70586,M,EVANGELINE,3374612304,BR,1176,R_21,0,1300,R_21,52,R_21,2022,05,00,00,00,-92.4119762,30.8813254,22,039,76685,32215,42,9501.02,4041,2204,-4,N,E,98.61,STREETADDRESS,0,0
LA,LA0026,001,Y,FSCS4033,MOREHOUSE PARISH LIBRARY,524 EAST MADISON AVENUE,BASTROP,71220,3832,MOREHOUSE,3182813696,CE,9450,R_21,0,1748,R_21,46,R_21,2022,05,00,00,00,-91.9093814,32.7782493,22,067,04685,25025,32,9505,2027,2205,33740,0,E,100,POINTADDRESS,3,49
LA,LA0026,004,Y,32,COLLINSTON BRANCH,4620 MAIN STREET,COLLINSTON,71229,6100,MOREHOUSE,3188743531,BR,1250,R_21,0,32,R_21,8,R_21,2022,05,00,00,00,-91.8708125,32.689182,22,067,16655,25025,42,9507,1080,2205,33740,0,E,100,POINTADDRESS,44,0
LA,LA0026,005,Y,50,DUNBAR,1102 PERRY STREET,BASTROP,71220,4319,MOREHOUSE,3182811137,BR,2450,R_21,0,0,R_21,0,R_21,2022,05,00,00,00,-91.9258347,32.7707913,22,067,04685,25025,32,9508,3035,2205,33740,0,E,98.34,STREETADDRESS,0,0
LA,LA0026,006,Y,32,MER ROUGE,107 SOUTH 16TH STREET,MER ROUGE,71261,M,MOREHOUSE,3186475639,BR,800,R_21,0,64,R_21,8,R_21,2022,05,00,00,00,-91.7931477,32.7755645,22,067,49905,25025,42,9506,3028,2205,33740,0,E,100,STREETADDRESS,44,0
LA,LA0027,002,Y,FSCS4046,ST. CHARLES PARISH LIBRARY,160 W. CAMPUS DRIVE,DESTREHAN,70047,M,ST. CHARLES,9857649643,CE,39633,R_21,0,2880,R_21,48,R_21,2022,05,00,00,00,-90.3667389,29.9468586,22,089,20820,52282,21,622,2005,2206,35380,0,E,100,STREETADDRESS,0,44
LA,LA0027,004,Y,33,HAHNVILLE BRANCH,14996 RIVER ROAD,HAHNVILLE,70057,2100,ST. CHARLES,9857832341,BR,5068,R_21,0,1920,R_21,48,R_21,2022,05,00,00,00,-90.4053931,29.9633056,22,089,32510,52282,21,627,3002,2202,35380,0,E,100,POINTADDRESS,0,44
LA,LA0027,005,Y,33,NORCO BRANCH,590 APPLE STREET,NORCO,70079,2314,ST. CHARLES,9857646581,BR,4530,R_21,0,2162,R_21,47,R_21,2022,05,00,00,00,-90.4088829,30.0100737,22,089,55525,52282,21,625,3008,2206,35380,0,E,100,POINTADDRESS,0,43
LA,LA0027,006,Y,FSCS4046,ST. CHARLES PARISH LIBRARY BOOKMOBILE,160 W. CAMPUS DRIVE,DESTREHAN,70047,M,ST. CHARLES,9857649643,BS,-4,N_21,1,138,R_21,46,R_21,2022,05,00,00,00,-90.3667389,29.9468586,22,089,20820,52282,21,622,2005,2206,35380,0,E,100,STREETADDRESS,0,0
LA,LA0027,007,Y,LA0027-007,ST. ROSE BRANCH,90 EAST CLUB DRIVE,ST. ROSE,70087,M,ST. CHARLES,5044650646,BR,10000,R_21,0,2208,R_21,48,R_21,2022,05,00,00,00,-90.3057035,29.9592171,22,089,67740,52282,21,621,3002,2202,35380,0,E,100,POINTADDRESS,0,44
LA,LA0027,008,Y,LA0027-008,PARADIS BRANCH,307 AUDUBON STREET,PARADIS,70080,2145,ST. CHARLES,9857581868,BR,6374,R_21,0,2208,R_21,48,R_21,2022,05,00,00,00,-90.4364864,29.8797343,22,089,58920,52282,21,632,4035,2202,35380,0,E,100,POINTADDRESS,0,44
LA,LA0027,009,Y,LA0027-009,WEST REGIONAL LIBRARY,105 LAKEWOOD DRIVE,LULING,70070,3002,ST. CHARLES,9857858471,BR,25240,R_21,0,2040,R_21,34,R_21,2022,05,00,00,00,-90.344583,29.9123042,22,089,46615,52282,21,631,1003,2202,35380,0,E,100,STREETADDRESS,0,34
LA,LA0028,002,Y,FSCS4030,LINCOLN PARISH LIBRARY,910 NORTH TRENTON STREET,RUSTON,71270,3328,LINCOLN,3182515030,CE,61000,R_21,0,3432,R_21,52,R_21,2022,05,00,00,00,-92.6388403,32.5371828,22,061,66655,48152,32,9604.01,2037,2205,40820,1,E,100,POINTADDRESS,0,0
LA,LA0029,001,Y,FSCS4035,NATCHITOCHES PARISH LIBRARY,450 SECOND STREET,NATCHITOCHES,71457,4649,NATCHITOCHES,3183573280,CE,15281,R_21,0,2703,R_21,51,R_21,2022,05,00,00,00,-93.0883952,31.7591615,22,069,53545,37026,33,7,3015,2204,35060,1,E,100,POINTADDRESS,0,0
LA,LA0029,003,Y,FSCS4035,NATCHITOCHES PARISH LIBRARY BOOKMOBILE,450 SECOND STREET,NATCHITOCHES,71457,4649,NATCHITOCHES,3183573280,BS,-4,N_21,2,1275,R_21,51,R_21,2022,05,00,00,00,-93.0883952,31.7591615,22,069,53545,37026,33,7,3015,2204,35060,1,E,100,POINTADDRESS,0,0
LA,LA0029,004,Y,LA0029-004,NORTHEAST BRANCH,3129 HWY. 71,CAMPTI,71411,4061,NATCHITOCHES,3184763280,BR,2219,R_21,0,2244,R_21,51,R_21,2022,05,00,00,00,-93.112277,31.893734,22,069,12280,37026,42,2,4047,2204,35060,1,E,100,STREETADDRESS,0,0
LA,LA0030,002,Y,FSCS4050,ST. MARTIN PARISH LIBRARY,201 PORTER STREET,ST. MARTINVILLE,70582,3436,ST. MARTIN,3373942207,CE,14246,R_21,0,3172,R_21,52,R_21,2022,05,00,00,00,-91.8284662,30.1294584,22,099,67600,51540,31,206.02,1001,2203,29180,0,E,100,STREETADDRESS,0,52
LA,LA0030,004,Y,36,BREAUX BRIDGE BRANCH,205 NORTH MAIN STREET,BREAUX BRIDGE,70517,5035,ST. MARTIN,3373322733,BR,12852,R_21,0,3172,R_21,52,R_21,2022,05,00,00,00,-91.9004497,30.274333,22,099,09340,51540,31,205.03,3017,2203,29180,0,E,100,STREETADDRESS,0,52
LA,LA0030,005,Y,36,CECILIA BRANCH,2460 CECILIA SENIOR H.S. HWY,CECILIA,70521,M,ST. MARTIN,3376677411,BR,5363,R_21,0,2756,R_21,52,R_21,2022,05,00,00,00,-91.838092,30.3395202,22,099,13575,51540,31,202.01,6000,2203,29180,0,E,100,MANUAL,0,52
LA,LA0030,007,Y,FSCS4050,PARKS BRANCH,1012 MARTIN STREET,PARKS,70582,M,ST. MARTIN,3373422690,BR,1904,R_21,0,2288,R_21,52,R_21,2022,05,00,00,00,-91.8329435,30.2136363,22,099,59165,51540,31,204.01,9005,2203,29180,0,E,100,STREETADDRESS,0,52
LA,LA0031,002,Y,37,ST. HELENA BRANCH,6108 HWY 10,GREENSBURG,70441,M,ST. HELENA,2254357135,BR,5170,R_21,0,1960,R_21,49,R_21,2022,05,00,00,00,-90.6555408,30.8261118,22,091,31565,10912,42,9511,2034,2206,12940,0,E,100,STREETADDRESS,2,14
LA,LA0031,003,Y,FSCS4004,AUDUBON REGIONAL LIBRARY,12220 WOODVILLE STREET,CLINTON,70722,M,EAST FELICIANA,2256838753,CE,2025,R_21,0,2080,R_21,52,R_21,2022,05,00,00,00,-91.0186867,30.8667997,22,037,15990,19338,42,9513,2041,2205,12940,0,E,100,STREETADDRESS,0,14
LA,LA0031,004,Y,37,JACKSON BRANCH,3312 COLLEGE STREET,JACKSON,70748,M,EAST FELICIANA,2256347408,BR,1909,R_21,0,1880,R_21,47,R_21,2022,05,00,00,00,-91.213567,30.839151,22,037,37830,19338,42,9514,2005,2205,12940,0,E,100,STREETADDRESS,1,14
LA,LA0032,002,Y,FSCS4005,AVOYELLES PARISH LIBRARY,660 N MAIN STREET,MARKSVILLE,71351,2460,AVOYELLES,3182537559,CE,8645,R_21,0,2025,R_21,45,R_21,2022,05,00,00,00,-92.0631473,31.1311366,22,009,48750,39236,32,304.02,2008,2205,-4,N,E,100,POINTADDRESS,7,15
LA,LA0032,003,Y,38,BUNKIE BRANCH,200 WALNUT STREET,BUNKIE,71322,1761,AVOYELLES,3183466122,BR,1280,R_21,0,2250,R_21,50,R_21,2022,05,00,00,00,-92.184518,30.9532102,22,009,10950,39236,32,306,3004,2205,-4,N,E,100,POINTADDRESS,0,0
LA,LA0032,004,Y,52,MONTEZ M. JUNEAU BRANCH,209 COTTONPORT AVENUE,COTTONPORT,71327,3703,AVOYELLES,3188763411,BR,950,R_21,0,2250,R_21,50,R_21,2022,05,00,00,00,-92.0541725,30.98524,22,009,17880,39236,32,307.02,1043,2205,-4,N,E,100,POINTADDRESS,0,0
LA,LA0032,007,Y,38,MOREAUVILLE BRANCH,343 TASSIN STREET,MOREAUVILLE,71355,3729,AVOYELLES,3189852767,BR,350,R_21,0,600,R_21,50,R_21,2022,05,00,00,00,-91.9753055,31.0300113,22,009,51970,39236,42,307.02,2053,2205,-4,N,E,100,STREETADDRESS,0,0
LA,LA0032,008,Y,FSCS4038,PLAUCHEVILLE BRANCH,146 GIN STREET,PLAUCHEVILLE,71362,M,AVOYELLES,3183591016,BR,350,R_21,0,800,R_21,50,R_21,2022,05,00,00,00,-91.9811918,30.9651549,22,009,60985,39236,42,308,1070,2205,-4,N,E,100,STREETADDRESS,0,0
LA,LA0032,009,Y,38,SIMMESPORT BRANCH,461 MAIN STREET,SIMMESPORT,71369,2182,AVOYELLES,3189412822,BR,2000,R_21,0,1200,R_21,50,R_21,2022,05,00,00,00,-91.8113304,30.9886113,22,009,70525,39236,43,309,1003,2205,-4,N,E,100,STREETADDRESS,0,0
LA,LA0032,010,Y,FSCS4037,MANSURA BRANCH,100 DEPOT STREET,MANSURA,71350,M,AVOYELLES,3189642118,BR,1000,R_21,0,1750,R_21,50,R_21,2022,05,00,00,00,-92.0513751,31.0568537,22,009,48400,39236,32,305.02,2036,2205,-4,N,E,97.16,STREETNAME,0,0
LA,LA0032,011,Y,LA0032-011,EFFIE BRANCH,2579 HWY 107,EFFIE,71331,3503,AVOYELLES,3183592813,BR,800,R_21,0,800,R_21,40,R_21,2022,05,02,00,00,-92.0631473,31.1311366,22,009,48750,39236,32,304.02,2008,2205,-4,N,E,100,STREETADDRESS,0,0
LA,LA0033,002,Y,FSCS4060,WEBSTER PARISH LIBRARY,521 EAST AND WEST,MINDEN,71055,2652,WEBSTER,3183713080,CE,21387,R_21,0,3380,R_21,52,R_21,2022,05,00,00,00,-93.2812417,32.6211365,22,119,50885,36184,32,320,4024,2204,33380,1,E,99.01,POINTADDRESS,0,0
LA,LA0033,003,Y,38,COTTON VALLEY BRANCH,21241 HWY 371,COTTON VALLEY,71018,2801,WEBSTER,3188324290,BR,1215,R_21,0,1040,R_21,52,R_21,2022,05,00,00,00,-93.4198946,32.8093184,22,119,17915,36184,42,314,2039,2204,33380,1,E,100,POINTADDRESS,0,0
LA,LA0033,005,Y,39,DOYLINE BRANCH,333 MAIN STREET,DOYLINE,71023,3078,WEBSTER,3187453800,BR,701,R_21,0,1040,R_21,52,R_21,2022,05,00,00,00,-93.4104869,32.5365878,22,119,21590,36184,41,315.01,3001,2204,33380,1,E,100,POINTADDRESS,0,0
LA,LA0033,006,Y,39,HEFLIN BRANCH,7041 HIGHWAY 531,HEFLIN,71039,3545,WEBSTER,3183711027,BR,768,R_21,0,468,R_21,52,R_21,2022,05,00,00,00,-93.2641788,32.4560835,22,119,33735,36184,42,321.02,1010,2204,33380,1,E,100,POINTADDRESS,0,0
LA,LA0033,008,Y,39,SAREPTA BRANCH,24522 HIGHWAY 371,SAREPTA,71071,3500,WEBSTER,3188474992,BR,1727,R_21,0,832,R_21,52,R_21,2022,05,00,00,00,-93.4503291,32.8959134,22,119,68125,36184,42,314,1041,2204,33380,1,E,100,POINTADDRESS,0,0
LA,LA0033,010,Y,39,WILLIE & MARY MACK MEMORIAL BRANCH,1000 SOUTH ARKANSAS,SPRINGHILL,71075,3822,WEBSTER,3185394117,BR,10500,R_21,0,3224,R_21,52,R_21,2022,05,00,00,00,-93.4620223,32.994369,22,119,72485,36184,32,313,4022,2204,33380,1,E,99.01,POINTADDRESS,0,0
LA,LA0033,012,Y,LA0033-012,SIBLEY BRANCH,127 SE 4TH STREET,SIBLEY,71073,2901,WEBSTER,3183771320,BR,1044,R_21,0,1040,R_21,52,R_21,2022,05,00,00,00,-93.2953734,32.5348092,22,119,70175,36184,32,321.01,1091,2204,33380,1,E,98.35,POINTADDRESS,0,0
LA,LA0034,001,Y,FSCS4010,CALDWELL PARISH LIBRARY,211 JACKSON STREET,COLUMBIA,71418,M,CALDWELL,3186492259,CE,7410,R_21,0,2499,R_21,51,R_21,2022,05,00,00,00,-92.0739012,32.1051155,22,021,16830,9571,42,2,3020,2205,-4,N,E,100,POINTADDRESS,0,0
LA,LA0035,002,Y,FSCS4059,WASHINGTON PARISH LIBRARY,825 FREE STREET,FRANKLINTON,70438,M,WASHINGTON,9858397806,CE,7587,R_21,0,2288,R_21,52,R_21,2022,05,00,00,00,-90.1592592,30.8487426,22,117,27190,45133,41,9503,2030,2205,14220,1,E,100,STREETADDRESS,0,0
LA,LA0035,004,Y,40,BOGALUSA BRANCH,304 AVENUE F,BOGALUSA,70427,3632,WASHINGTON,9857351961,BR,7618,R_21,0,2288,R_21,52,R_21,2022,05,00,00,00,-89.8700019,30.7800265,22,117,08150,45133,32,9507,2019,2205,14220,1,E,100,STREETADDRESS,0,0
LA,LA0035,005,Y,40,ENON BRANCH,14073 HIGHWAY 16,FRANKLINTON,70438,3923,WASHINGTON,9858399385,BR,1000,R_21,0,1404,R_21,52,R_21,2022,05,00,00,00,-90.0862446,30.7273246,22,117,M,45133,42,9505.02,1041,2205,14220,1,E,100,STREETADDRESS,0,0
LA,LA0035,007,Y,40,THOMAS BRANCH,30390 HIGHWAY 424,FRANKLINTON,70438,7470,WASHINGTON,9858487061,BR,1000,R_21,0,1404,R_21,52,R_21,2022,05,00,00,00,-90.0288418,30.9660566,22,117,M,45133,42,9502.02,1027,2205,14220,1,E,100,STREETADDRESS,0,0
LA,LA0036,002,Y,FSCS4057,VERMILION PARISH LIBRARY,405 EAST SAINT VICTOR STREET,ABBEVILLE,70510,5101,VERMILION,3378932674,CE,28468,R_21,0,2704,R_21,52,R_21,2022,05,00,00,00,-92.1320343,29.9746188,22,113,00100,57204,31,9507,6030,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0036,004,Y,41,DELCAMBRE BRANCH,206 WEST MAIN STREET,DELCAMBRE,70528,M,VERMILION,3376852388,BR,3500,R_21,0,1820,R_21,52,R_21,2022,05,00,00,00,-91.9894471,29.9485058,22,113,20155,57204,31,9510.02,7021,2203,29180,0,E,97.86,STREETADDRESS,0,0
LA,LA0036,005,Y,41,ERATH BRANCH,111 WEST EDWARDS,ERATH,70533,4027,VERMILION,3379375628,BR,4800,R_21,0,1820,R_21,52,R_21,2022,05,00,00,00,-92.034946,29.9574169,22,113,24180,57204,31,9510.01,2001,2203,29180,0,E,99.01,STREETADDRESS,0,0
LA,LA0036,006,Y,41,GUEYDAN BRANCH,704 TENTH STREET,GUEYDAN,70542,3806,VERMILION,3375366781,BR,3000,R_21,0,1820,R_21,52,R_21,2022,05,00,00,00,-92.503467,30.0278917,22,113,32055,57204,42,9502.02,5012,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0036,007,Y,41,KAPLAN BRANCH,815 NORTH CUSHING AVENUE,KAPLAN,70548,2614,VERMILION,3376437209,BR,7000,R_21,0,2496,R_21,52,R_21,2022,05,00,00,00,-92.2827437,30.0050821,22,113,39055,57204,32,9504,4008,2203,29180,0,E,100,POINTADDRESS,0,0
LA,LA0036,008,Y,41,MAURICE BRANCH,100 EAST JOSEPH STREET,MAURICE,70555,M,VERMILION,3378935583,BR,1960,R_21,0,1820,R_21,52,R_21,2022,05,00,00,00,-92.1245437,30.1059728,22,113,49240,57204,21,9501.01,2005,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0036,010,Y,FSCS4057,VERMILION PARISH BOOKMOBILE #1,P.O. DRAWER 640,ABBEVILLE,70510,M,VERMILION,3378932674,BS,-4,N_21,1,1820,R_21,52,R_21,2022,05,00,00,00,-92.1317664,29.9750831,22,113,00100,57204,31,9507,6030,2203,29180,0,E,100,MANUAL,0,0
LA,LA0037,001,Y,LA0037-001,ASCENSION PARISH LIBRARY,708 SOUTH IRMA BOULEVARD,GONZALES,70737,3616,ASCENSION,2256473955,CE,65645,R_21,0,3536,R_21,52,R_21,2022,05,00,00,00,-90.9136725,30.227596,22,005,29850,128369,21,304.06,1011,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0037,003,Y,FSCS4002,DONALDSONVILLE BRANCH,500 MISSISSIPPI STREET,DONALDSONVILLE,70346,2535,ASCENSION,2254738052,BR,12644,R_21,0,2808,R_21,52,R_21,2022,05,00,00,00,-90.9857354,30.105689,22,005,21240,128369,31,310.01,2019,2202,12940,0,E,100,POINTADDRESS,0,0
LA,LA0037,004,Y,42,GALVEZ BRANCH,40300 HIGHWAY 42,PRAIRIEVILLE,70769,5258,ASCENSION,2256223339,BR,23000,R_21,0,2808,R_21,52,R_21,2022,05,00,00,00,-90.9296737,30.3232309,22,005,62385,128369,21,302.09,1009,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0037,005,Y,LA0037-005,DUTCHTOWN,13278 HWY 73,GEISMAR,70734,3025,ASCENSION,2256738699,BR,23000,R_21,0,2808,R_21,52,R_21,2022,05,00,00,00,-90.9891125,30.262119,22,005,M,128369,21,303.01,3007,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0037,006,Y,LA0037-006,ASCENSION PARISH LIBRARY BOOKMOBILE,500 MISSISSIPPI STREET,DONALDSONVILLE,70346,2535,ASCENSION,2254738052,BS,-4,N_21,1,1224,R_21,51,R_21,2022,05,00,00,00,-90.9857354,30.105689,22,005,21240,128369,31,310.01,2019,2202,12940,0,E,100,POINTADDRESS,0,0
LA,LA0038,002,Y,FSCS4058,VERNON PARISH LIBRARY,1401 NOLAN TRACE,LEESVILLE,71446,3843,VERNON,3372392027,CE,20000,R_21,0,3050,R_21,50,R_21,2022,05,00,00,00,-93.2819127,31.1427194,22,115,43010,48027,33,9505.01,3001,2204,22860,1,E,100,STREETADDRESS,2,0
LA,LA0038,003,Y,LA0038-003,PAUL LAURENCE DUNBAR BRANCH,1003 NORTH GLADYS STREET,LEESVILLE,71446,2757,VERNON,3372397037,BR,671,R_21,0,720,R_21,48,R_21,2022,05,00,00,00,-93.2703822,31.151327,22,115,43010,48027,33,9504,4028,2204,22860,1,E,100,STREETADDRESS,2,0
LA,LA0038,004,Y,LA0038,PITKIN BRANCH,7277 HIGHWAY 463,PITKIN,70656,M,VERNON,3183583294,BR,1568,R_21,0,720,R_21,48,R_21,2022,05,00,00,00,-92.9343648,30.9380848,22,115,60600,48027,43,9508.01,1074,2204,22860,1,E,100,STREETADDRESS,2,0
LA,LA0038,005,Y,FSCS4058,VERNON PARISH LIBRARY BOOKMOBILE,1401 NOLAN TRACE,LEESVILLE,71446,3843,VERNON,3372392027,BS,-4,N_21,1,945,R_21,45,R_21,2022,05,00,00,00,-93.2819127,31.1427194,22,115,43010,48027,33,9505.01,3001,2204,22860,1,E,100,STREETADDRESS,2,0
LA,LA0039,002,Y,FSCS4000,ACADIA PARISH LIBRARY,1125 NORTH PARKERSON AVENUE,CROWLEY,70526,3610,ACADIA,3377881880,CE,14400,R_21,0,2704,R_21,52,R_21,2022,05,00,00,00,-92.376895,30.2201676,22,001,18650,57288,32,9608.01,2034,2203,29180,0,E,100,POINTADDRESS,0,0
LA,LA0039,003,Y,44,CHURCH POINT BRANCH,311 NORTH VISTA STREET,CHURCH POINT,70525,2946,ACADIA,3376845774,BR,3200,R_21,0,2496,R_21,52,R_21,2022,05,00,00,00,-92.2194008,30.4070025,22,001,15465,57288,31,9601.01,2005,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0039,004,Y,44,ESTHERWOOD BRANCH,116 NORTH LEBLANC STREET,ESTHERWOOD,70534,M,ACADIA,3377851090,BR,800,R_21,0,416,R_21,52,R_21,2022,05,00,00,00,-92.4640778,30.1810403,22,001,24460,57288,42,9611,5032,2203,29180,0,E,99.58,STREETADDRESS,0,0
LA,LA0039,006,Y,44,IOTA BRANCH,119 DUSON STREET,IOTA,70543,M,ACADIA,3377792770,BR,1200,R_21,0,1248,R_21,52,R_21,2022,05,00,00,00,-92.4946994,30.3312496,22,001,37410,57288,42,9604.02,3019,2203,29180,0,E,98.34,STREETADDRESS,0,0
LA,LA0039,007,Y,44,MERMENTAU BRANCH,107 SECOND STREET,MERMENTAU,70556,M,ACADIA,3378240690,BR,600,R_21,0,416,R_21,52,R_21,2022,05,00,00,00,-92.5869774,30.1886971,22,001,49870,57288,42,9611,3009,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0039,008,Y,44,MORSE BRANCH,209 SOUTH JULES AVENUE,MORSE,70559,M,ACADIA,3377830784,BR,800,R_21,0,832,R_21,52,R_21,2022,05,00,00,00,-92.4998325,30.1233788,22,001,52320,57288,42,9611,1004,2203,29180,0,E,100,STREETADDRESS,0,0
LA,LA0039,009,Y,44,RAYNE BRANCH,201 EAST BRANCHE ST.,RAYNE,70578,5610,ACADIA,3373343188,BR,7200,R_21,0,2600,R_21,52,R_21,2022,05,00,00,07,-92.2696314,30.2329371,22,001,63645,57288,31,9607,3023,2203,29180,0,E,99.01,POINTADDRESS,0,0
LA,LA0040,002,Y,FSCS4031,LIVINGSTON PARISH LIBRARY,20390 IOWA STREET,LIVINGSTON,70754,6216,LIVINGSTON,2256864161,CE,17100,R_21,0,2808,R_21,52,R_21,2022,05,00,00,00,-90.7465151,30.4998521,22,063,44655,145830,41,402.02,3029,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0040,003,Y,LA0040,ALBANY-SPRINGFIELD BRANCH,26941 LA HWY 43,HAMMOND,70403,8303,LIVINGSTON,2256864131,BR,12512,R_21,0,2704,R_21,52,R_21,2022,05,00,00,00,-90.5747089,30.460136,22,063,M,145830,41,409.03,1028,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0040,004,Y,45,DENHAM SPRINGS-WALKER BRANCH,8101 US HWY 190,DENHAM SPRINGS,70726,M,LIVINGSTON,2256864141,BR,19300,R_21,0,3536,R_21,52,R_21,2022,05,00,00,00,-90.9268233,30.4833674,22,063,M,145830,21,405.03,1003,2206,12940,0,E,100,STREETADDRESS,0,0
LA,LA0040,010,Y,45,WATSON BRANCH,36581 OUTBACK RD.,DENHAM SPRINGS,70706,8532,LIVINGSTON,2256864181,BR,15611,R_21,0,3120,R_21,52,R_21,2022,05,00,00,00,-90.9468043,30.5974054,22,063,M,145830,21,403.06,1000,2206,12940,0,E,100,POINTADDRESS,0,0
LA,LA0040,011,Y,LA0040-011,SOUTH BRANCH,23477 LA HWY 444,LIVINGSTON,70754,5231,LIVINGSTON,2256864171,BR,9148,R_21,0,2704,R_21,52,R_21,2022,05,00,00,00,-90.6946089,30.3378127,22,063,M,145830,42,408.1,2000,2206,12940,0,E,100,POINTADDRESS,0,0
