"Company","City","State","County","Latitude","Longitude","Median.Home.Price"
NA,NA,"Texas","Hardin",NA,NA,208920
NA,NA,"Texas","Harrison",NA,NA,192810
NA,NA,"Texas","Hartley",NA,NA,273730
NA,NA,"Texas","Haskell",NA,NA,102920
NA,NA,"Texas","Hays",NA,NA,436040
NA,NA,"Texas","Hemphill",NA,NA,214500
NA,NA,"Texas","Henderson",NA,NA,252880
NA,NA,"Texas","Hidalgo",NA,NA,168390
NA,NA,"Texas","Hill",NA,NA,186870
NA,NA,"Texas","Hockley",NA,NA,132430
NA,NA,"Texas","Hood",NA,NA,391460
NA,NA,"Texas","Hopkins",NA,NA,230560
NA,NA,"Texas","Houston",NA,NA,171960
NA,NA,"Texas","Howard",NA,NA,162260
NA,NA,"Texas","Hudspeth",NA,NA,66740
NA,NA,"Texas","Hunt",NA,NA,294890
NA,NA,"Texas","Hutchinson",NA,NA,124200
NA,NA,"Texas","Irion",NA,NA,218560
NA,NA,"Texas","Jack",NA,NA,261950
NA,NA,"Texas","Jackson",NA,NA,212620
NA,NA,"Texas","Jasper",NA,NA,142240
NA,NA,"Texas","Jeff Davis",NA,NA,235880
NA,NA,"Texas","Jefferson",NA,NA,181600
NA,NA,"Texas","Jim Hogg",NA,NA,134940
NA,NA,"Texas","Jim Wells",NA,NA,128890
NA,NA,"Texas","Johnson",NA,NA,335250
NA,NA,"Texas","Jones",NA,NA,101460
NA,NA,"Texas","Karnes",NA,NA,155380
NA,NA,"Texas","Kaufman",NA,NA,340630
NA,NA,"Texas","Kendall",NA,NA,522610
NA,NA,"Texas","Kent",NA,NA,127430
NA,NA,"Texas","Kerr",NA,NA,334940
NA,NA,"Texas","Kimble",NA,NA,209910
NA,NA,"Texas","King",NA,NA,54330
NA,NA,"Texas","Kinney",NA,NA,85510
NA,NA,"Texas","Kleberg",NA,NA,168200
NA,NA,"Texas","Knox",NA,NA,80610
NA,NA,"Texas","Lamar",NA,NA,209290
NA,NA,"Texas","Lamb",NA,NA,85930
NA,NA,"Texas","Lampasas",NA,NA,253720
NA,NA,"Texas","La Salle",NA,NA,101980
NA,NA,"Texas","Lavaca",NA,NA,238070
NA,NA,"Texas","Lee",NA,NA,279260
NA,NA,"Texas","Leon",NA,NA,194380
NA,NA,"Texas","Liberty",NA,NA,207730
NA,NA,"Texas","Limestone",NA,NA,171230
NA,NA,"Texas","Lipscomb",NA,NA,129620
NA,NA,"Texas","Live Oak",NA,NA,166010
NA,NA,"Texas","Llano",NA,NA,371750
NA,NA,"Texas","Lubbock",NA,NA,232750
NA,NA,"Texas","Lynn",NA,NA,153600
NA,NA,"Texas","McCulloch",NA,NA,156940
NA,NA,"Texas","McLennan",NA,NA,294770
NA,NA,"Texas","McMullen",NA,NA,101250
NA,NA,"Texas","Madison",NA,NA,183740
NA,NA,"Texas","Marion",NA,NA,105840
NA,NA,"Texas","Martin",NA,NA,182280
NA,NA,"Texas","Mason",NA,NA,306160
NA,NA,"Texas","Matagorda",NA,NA,180300
NA,NA,"Texas","Maverick",NA,NA,165490
NA,NA,"Texas","Medina",NA,NA,244230
NA,NA,"Texas","Menard",NA,NA,113140
NA,NA,"Texas","Midland",NA,NA,329160
NA,NA,"Texas","Milam",NA,NA,197920
NA,NA,"Texas","Mills",NA,NA,233270
NA,NA,"Texas","Mitchell",NA,NA,89470
NA,NA,"Texas","Montague",NA,NA,215230
NA,NA,"Texas","Moore",NA,NA,159130
NA,NA,"Texas","Morris",NA,NA,125550
NA,NA,"Texas","Motley",NA,NA,91770
NA,NA,"Texas","Nacogdoches",NA,NA,195940
NA,NA,"Texas","Navarro",NA,NA,179990
NA,NA,"Texas","Newton",NA,NA,107510
NA,NA,"Texas","Nolan",NA,NA,100420
NA,NA,"Texas","Nueces",NA,NA,232170
NA,NA,"Texas","Ochiltree",NA,NA,140150
NA,NA,"Texas","Oldham",NA,NA,169770
NA,NA,"Texas","Orange",NA,NA,174290
NA,NA,"Texas","Palo Pinto",NA,NA,206470
NA,NA,"Texas","Panola",NA,NA,164860
NA,NA,"Texas","Parker",NA,NA,423350
NA,NA,"Texas","Parmer",NA,NA,152980
NA,NA,"Texas","Pecos",NA,NA,172790
NA,NA,"Texas","Polk",NA,NA,192710
NA,NA,"Texas","Potter",NA,NA,156640
NA,NA,"Texas","Presidio",NA,NA,126490
NA,NA,"Texas","Rains",NA,NA,251420
NA,NA,"Texas","Randall",NA,NA,258870
NA,NA,"Texas","Reagan",NA,NA,178840
NA,NA,"Texas","Real",NA,NA,117310
NA,NA,"Texas","Red River",NA,NA,126700
NA,NA,"Texas","Reeves",NA,NA,123050
NA,NA,"Texas","Refugio",NA,NA,103240
NA,NA,"Texas","Roberts",NA,NA,168410
NA,NA,"Texas","Robertson",NA,NA,190330
NA,NA,"Texas","Rockwall",NA,NA,424050
NA,NA,"Texas","Runnels",NA,NA,113980
NA,NA,"Texas","Rusk",NA,NA,176220
NA,NA,"Texas","Sabine",NA,NA,159650
NA,NA,"Texas","San Augustine",NA,NA,104170
NA,NA,"Texas","San Jacinto",NA,NA,212610
NA,NA,"Texas","San Patricio",NA,NA,217080
NA,NA,"Texas","San Saba",NA,NA,175920
NA,NA,"Texas","Schleicher",NA,NA,127950
NA,NA,"Texas","Scurry",NA,NA,118670
NA,NA,"Texas","Shackelford",NA,NA,182280
NA,NA,"Texas","Shelby",NA,NA,105840
NA,NA,"Texas","Sherman",NA,NA,153190
NA,NA,"Texas","Smith",NA,NA,296730
NA,NA,"Texas","Somervell",NA,NA,301890
NA,NA,"Texas","Starr",NA,NA,91560
NA,NA,"Texas","Stephens",NA,NA,114920
NA,NA,"Texas","Sterling",NA,NA,153290
NA,NA,"Texas","Stonewall",NA,NA,50680
NA,NA,"Texas","Sutton",NA,NA,162360
NA,NA,"Texas","Swisher",NA,NA,89990
NA,NA,"Texas","Taylor",NA,NA,208600
NA,NA,"Texas","Terrell",NA,NA,143380
NA,NA,"Texas","Terry",NA,NA,109910
NA,NA,"Texas","Throckmorton",NA,NA,93330
NA,NA,"Texas","Titus",NA,NA,181450
NA,NA,"Texas","Tom Green",NA,NA,245940
NA,NA,"Texas","Travis",NA,NA,547760
NA,NA,"Texas","Trinity",NA,NA,124610
NA,NA,"Texas","Tyler",NA,NA,164030
NA,NA,"Texas","Upshur",NA,NA,172620
NA,NA,"Texas","Upton",NA,NA,113660
NA,NA,"Texas","Uvalde",NA,NA,157250
NA,NA,"Texas","Val Verde",NA,NA,171640
NA,NA,"Texas","Van Zandt",NA,NA,257360
NA,NA,"Texas","Victoria",NA,NA,213380
NA,NA,"Texas","Walker",NA,NA,273940
NA,NA,"Texas","Waller",NA,NA,377170
NA,NA,"Texas","Ward",NA,NA,157150
NA,NA,"Texas","Washington",NA,NA,300430
NA,NA,"Texas","Webb",NA,NA,216720
NA,NA,"Texas","Wharton",NA,NA,198030
NA,NA,"Texas","Wheeler",NA,NA,110640
NA,NA,"Texas","Wichita",NA,NA,178900
NA,NA,"Texas","Wilbarger",NA,NA,93230
NA,NA,"Texas","Willacy",NA,NA,76750
NA,NA,"Texas","Wilson",NA,NA,327510
NA,NA,"Texas","Winkler",NA,NA,154540
NA,NA,"Texas","Wise",NA,NA,350700
NA,NA,"Texas","Wood",NA,NA,225760
NA,NA,"Texas","Yoakum",NA,NA,190410
NA,NA,"Texas","Young",NA,NA,183320
NA,NA,"Texas","Zapata",NA,NA,101250
NA,NA,"Texas","Zavala",NA,NA,103030
NA,NA,"Utah","Beaver",NA,NA,293150
NA,NA,"Utah","Box Elder",NA,NA,417040
NA,NA,"Utah","Cache",NA,NA,496890
NA,NA,"Utah","Carbon",NA,NA,236110
NA,NA,"Utah","Daggett",NA,NA,291700
NA,NA,"Utah","Davis",NA,NA,576840
NA,NA,"Utah","Duchesne",NA,NA,293150
NA,NA,"Utah","Emery",NA,NA,225980
NA,NA,"Utah","Garfield",NA,NA,328690
NA,NA,"Utah","Grand",NA,NA,556640
NA,NA,"Utah","Iron",NA,NA,446490
NA,NA,"Utah","Juab",NA,NA,446520
NA,NA,"Utah","Kane",NA,NA,424580
NA,NA,"Utah","Millard",NA,NA,294180
NA,NA,"Utah","Morgan",NA,NA,671470
NA,NA,"Utah","Piute",NA,NA,273620
NA,NA,"Utah","Rich",NA,NA,345740
NA,NA,"Utah","San Juan",NA,NA,231670
NA,NA,"Utah","Sanpete",NA,NA,358760
NA,NA,"Utah","Sevier",NA,NA,321560
NA,NA,"Utah","Summit",NA,NA,1096840
NA,NA,"Utah","Tooele",NA,NA,489710
NA,NA,"Utah","Uintah",NA,NA,308540
NA,NA,"Utah","Utah",NA,NA,616450
NA,NA,"Utah","Wasatch",NA,NA,813520
NA,NA,"Utah","Washington",NA,NA,568140
NA,NA,"Utah","Wayne",NA,NA,425510
NA,NA,"Utah","Weber",NA,NA,460060
NA,NA,"Vermont","Addison",NA,NA,384620
NA,NA,"Vermont","Bennington",NA,NA,298050
NA,NA,"Vermont","Caledonia",NA,NA,242680
NA,NA,"Vermont","Chittenden",NA,NA,481360
NA,NA,"Vermont","Essex",NA,NA,183690
NA,NA,"Vermont","Franklin",NA,NA,313710
NA,NA,"Vermont","Grand Isle",NA,NA,403110
NA,NA,"Vermont","Lamoille",NA,NA,324460
NA,NA,"Vermont","Orange",NA,NA,288890
NA,NA,"Vermont","Orleans",NA,NA,237890
NA,NA,"Vermont","Rutland",NA,NA,244280
NA,NA,"Vermont","Washington",NA,NA,335430
NA,NA,"Vermont","Windham",NA,NA,297730
NA,NA,"Vermont","Windsor",NA,NA,315620
NA,NA,"Virginia","Accomack",NA,NA,214160
NA,NA,"Virginia","Alleghany",NA,NA,131870
NA,NA,"Virginia","Amelia",NA,NA,294640
NA,NA,"Virginia","Amherst",NA,NA,217270
NA,NA,"Virginia","Appomattox",NA,NA,212360
NA,NA,"Virginia","Augusta",NA,NA,335650
NA,NA,"Virginia","Bath",NA,NA,216670
NA,NA,"Virginia","Bedford",NA,NA,302080
NA,NA,"Virginia","Bland",NA,NA,159440
NA,NA,"Virginia","Botetourt",NA,NA,306790
NA,NA,"Virginia","Brunswick",NA,NA,149590
NA,NA,"Virginia","Buchanan",NA,NA,99480
NA,NA,"Virginia","Buckingham",NA,NA,181770
NA,NA,"Virginia","Campbell",NA,NA,216460
NA,NA,"Virginia","Caroline",NA,NA,321040
NA,NA,"Virginia","Carroll",NA,NA,164050
NA,NA,"Virginia","Charles City",NA,NA,251860
NA,NA,"Virginia","Charlotte",NA,NA,151050
NA,NA,"Virginia","Chesterfield",NA,NA,417130
NA,NA,"Virginia","Clarke",NA,NA,566220
NA,NA,"Virginia","Craig",NA,NA,200500
NA,NA,"Virginia","Culpeper",NA,NA,428940
NA,NA,"Virginia","Cumberland",NA,NA,249670
NA,NA,"Virginia","Dickenson",NA,NA,107660
NA,NA,"Virginia","Dinwiddie",NA,NA,268970
NA,NA,"Virginia","Essex",NA,NA,249590
NA,NA,"Virginia","Fauquier",NA,NA,592470
NA,NA,"Virginia","Floyd",NA,NA,236280
NA,NA,"Virginia","Fluvanna",NA,NA,327400
NA,NA,"Virginia","Franklin",NA,NA,255020
NA,NA,"Virginia","Frederick",NA,NA,416870
NA,NA,"Virginia","Giles",NA,NA,160950
NA,NA,"Virginia","Gloucester",NA,NA,344900
NA,NA,"Virginia","Goochland",NA,NA,522300
NA,NA,"Virginia","Grayson",NA,NA,157340
NA,NA,"Virginia","Greene",NA,NA,357840
NA,NA,"Virginia","Greensville",NA,NA,167090
NA,NA,"Virginia","Halifax",NA,NA,163210
NA,NA,"Virginia","Henry",NA,NA,141300
NA,NA,"Virginia","Highland",NA,NA,209650
NA,NA,"Virginia","Isle of Wight",NA,NA,371470
NA,NA,"Virginia","James City",NA,NA,519640
NA,NA,"Virginia","King and Queen",NA,NA,241640
NA,NA,"Virginia","King George",NA,NA,448970
NA,NA,"Virginia","King William",NA,NA,329380
NA,NA,"Virginia","Lancaster",NA,NA,342780
NA,NA,"Virginia","Lee",NA,NA,103670
NA,NA,"Virginia","Loudoun",NA,NA,813560
NA,NA,"Virginia","Louisa",NA,NA,328970
NA,NA,"Virginia","Lunenburg",NA,NA,157340
NA,NA,"Virginia","Madison",NA,NA,388170
NA,NA,"Virginia","Mathews",NA,NA,376060
NA,NA,"Virginia","Mecklenburg",NA,NA,201890
NA,NA,"Virginia","Middlesex",NA,NA,369190
NA,NA,"Virginia","Montgomery",NA,NA,356310
NA,NA,"Virginia","Nelson",NA,NA,335330
NA,NA,"Virginia","New Kent",NA,NA,410660
NA,NA,"Virginia","Northampton",NA,NA,331460
NA,NA,"Virginia","Northumberland",NA,NA,363530
NA,NA,"Virginia","Nottoway",NA,NA,175580
NA,NA,"Virginia","Orange",NA,NA,381770
NA,NA,"Virginia","Page",NA,NA,244450
NA,NA,"Virginia","Patrick",NA,NA,160800
NA,NA,"Virginia","Powhatan",NA,NA,434030
NA,NA,"Virginia","Prince Edward",NA,NA,227050
NA,NA,"Virginia","Prince George",NA,NA,306120
NA,NA,"Virginia","Prince William",NA,NA,587940
NA,NA,"Virginia","Pulaski",NA,NA,204200
NA,NA,"Virginia","Rappahannock",NA,NA,530830
NA,NA,"Virginia","Richmond",NA,NA,242670
NA,NA,"Virginia","Roanoke",NA,NA,335860
NA,NA,"Virginia","Rockbridge",NA,NA,260800
NA,NA,"Virginia","Rockingham",NA,NA,341550
NA,NA,"Virginia","Russell",NA,NA,126420
NA,NA,"Virginia","Scott",NA,NA,148190
NA,NA,"Virginia","Shenandoah",NA,NA,309130
NA,NA,"Virginia","Smyth",NA,NA,146340
NA,NA,"Virginia","Southampton",NA,NA,226630
NA,NA,"Virginia","Spotsylvania",NA,NA,454640
NA,NA,"Virginia","Stafford",NA,NA,557160
NA,NA,"Virginia","Surry",NA,NA,248830
NA,NA,"Virginia","Sussex",NA,NA,191770
NA,NA,"Virginia","Tazewell",NA,NA,124010
NA,NA,"Virginia","Warren",NA,NA,358610
NA,NA,"Virginia","Washington",NA,NA,221760
NA,NA,"Virginia","Westmoreland",NA,NA,282610
NA,NA,"Virginia","Wise",NA,NA,124320
NA,NA,"Virginia","Wythe",NA,NA,179460
NA,NA,"Virginia","York",NA,NA,497340
NA,NA,"Washington","Adams",NA,NA,281780
NA,NA,"Washington","Asotin",NA,NA,337050
NA,NA,"Washington","Benton",NA,NA,467800
NA,NA,"Washington","Chelan",NA,NA,569660
NA,NA,"Washington","Clallam",NA,NA,459220
NA,NA,"Washington","Clark",NA,NA,575510
NA,NA,"Washington","Columbia",NA,NA,279620
NA,NA,"Washington","Cowlitz",NA,NA,439240
NA,NA,"Washington","Douglas",NA,NA,451320
NA,NA,"Washington","Ferry",NA,NA,292190
NA,NA,"Washington","Franklin",NA,NA,448990
NA,NA,"Washington","Garfield",NA,NA,246620
NA,NA,"Washington","Grant",NA,NA,326730
NA,NA,"Washington","Grays Harbor",NA,NA,351070
NA,NA,"Washington","Island",NA,NA,649240
NA,NA,"Washington","Jefferson",NA,NA,551600
NA,NA,"Washington","Kitsap",NA,NA,596200
NA,NA,"Washington","Kittitas",NA,NA,512840
NA,NA,"Washington","Klickitat",NA,NA,438500
NA,NA,"Washington","Lewis",NA,NA,450870
NA,NA,"Washington","Lincoln",NA,NA,301890
NA,NA,"Washington","Mason",NA,NA,443960
NA,NA,"Washington","Okanogan",NA,NA,309100
NA,NA,"Washington","Pacific",NA,NA,345190
NA,NA,"Washington","Pend Oreille",NA,NA,379320
NA,NA,"Washington","Pierce",NA,NA,586680
NA,NA,"Washington","San Juan",NA,NA,824000
NA,NA,"Washington","Skagit",NA,NA,632050
NA,NA,"Washington","Skamania",NA,NA,539060
NA,NA,"Washington","Spokane",NA,NA,448170
NA,NA,"Washington","Stevens",NA,NA,361480
NA,NA,"Washington","Thurston",NA,NA,548980
NA,NA,"Washington","Wahkiakum",NA,NA,409110
NA,NA,"Washington","Walla Walla",NA,NA,421590
NA,NA,"Washington","Whatcom",NA,NA,660250
NA,NA,"Washington","Whitman",NA,NA,370760
NA,NA,"Washington","Yakima",NA,NA,365650
NA,NA,"West Virginia","Barbour",NA,NA,141140
NA,NA,"West Virginia","Berkeley",NA,NA,292970
NA,NA,"West Virginia","Boone",NA,NA,93450
NA,NA,"West Virginia","Braxton",NA,NA,126160
NA,NA,"West Virginia","Brooke",NA,NA,156530
NA,NA,"West Virginia","Cabell",NA,NA,186480
NA,NA,"West Virginia","Calhoun",NA,NA,107540
NA,NA,"West Virginia","Clay",NA,NA,109510
NA,NA,"West Virginia","Doddridge",NA,NA,172070
NA,NA,"West Virginia","Fayette",NA,NA,113210
NA,NA,"West Virginia","Gilmer",NA,NA,89670
NA,NA,"West Virginia","Grant",NA,NA,187370
NA,NA,"West Virginia","Greenbrier",NA,NA,159440
NA,NA,"West Virginia","Hampshire",NA,NA,225180
NA,NA,"West Virginia","Hancock",NA,NA,144690
NA,NA,"West Virginia","Hardy",NA,NA,177950
NA,NA,"West Virginia","Harrison",NA,NA,190900
NA,NA,"West Virginia","Jackson",NA,NA,168210
NA,NA,"West Virginia","Jefferson",NA,NA,361080
NA,NA,"West Virginia","Kanawha",NA,NA,152370
NA,NA,"West Virginia","Lewis",NA,NA,162440
NA,NA,"West Virginia","Lincoln",NA,NA,105700
NA,NA,"West Virginia","Logan",NA,NA,110640
NA,NA,"West Virginia","McDowell",NA,NA,53500
NA,NA,"West Virginia","Marion",NA,NA,178380
NA,NA,"West Virginia","Marshall",NA,NA,159600
NA,NA,"West Virginia","Mason",NA,NA,128730
NA,NA,"West Virginia","Mercer",NA,NA,130230
NA,NA,"West Virginia","Mingo",NA,NA,96840
NA,NA,"West Virginia","Monongalia",NA,NA,297690
NA,NA,"West Virginia","Monroe",NA,NA,167250
NA,NA,"West Virginia","Morgan",NA,NA,242310
NA,NA,"West Virginia","Nicholas",NA,NA,130120
NA,NA,"West Virginia","Ohio",NA,NA,176850
NA,NA,"West Virginia","Pendleton",NA,NA,196680
NA,NA,"West Virginia","Pleasants",NA,NA,147430
NA,NA,"West Virginia","Pocahontas",NA,NA,163080
NA,NA,"West Virginia","Preston",NA,NA,172100
NA,NA,"West Virginia","Putnam",NA,NA,224140
NA,NA,"West Virginia","Raleigh",NA,NA,143710
NA,NA,"West Virginia","Randolph",NA,NA,154940
NA,NA,"West Virginia","Ritchie",NA,NA,124020
NA,NA,"West Virginia","Roane",NA,NA,130650
NA,NA,"West Virginia","Summers",NA,NA,149920
NA,NA,"West Virginia","Taylor",NA,NA,159220
NA,NA,"West Virginia","Tucker",NA,NA,165650
NA,NA,"West Virginia","Tyler",NA,NA,129800
NA,NA,"West Virginia","Upshur",NA,NA,182770
NA,NA,"West Virginia","Wayne",NA,NA,136220
NA,NA,"West Virginia","Webster",NA,NA,81430
NA,NA,"West Virginia","Wetzel",NA,NA,115460
NA,NA,"West Virginia","Wirt",NA,NA,113060
NA,NA,"West Virginia","Wood",NA,NA,168030
NA,NA,"West Virginia","Wyoming",NA,NA,88710
NA,NA,"Wisconsin","Adams",NA,NA,214340
NA,NA,"Wisconsin","Ashland",NA,NA,181780
NA,NA,"Wisconsin","Barron",NA,NA,231210
NA,NA,"Wisconsin","Bayfield",NA,NA,257040
NA,NA,"Wisconsin","Brown",NA,NA,322950
NA,NA,"Wisconsin","Buffalo",NA,NA,227680
NA,NA,"Wisconsin","Burnett",NA,NA,246900
NA,NA,"Wisconsin","Calumet",NA,NA,289110
NA,NA,"Wisconsin","Chippewa",NA,NA,312110
NA,NA,"Wisconsin","Clark",NA,NA,184450
NA,NA,"Wisconsin","Columbia",NA,NA,294790
NA,NA,"Wisconsin","Crawford",NA,NA,195770
NA,NA,"Wisconsin","Dodge",NA,NA,274650
NA,NA,"Wisconsin","Door",NA,NA,365700
NA,NA,"Wisconsin","Douglas",NA,NA,220400
NA,NA,"Wisconsin","Dunn",NA,NA,259600
NA,NA,"Wisconsin","Eau Claire",NA,NA,313490
NA,NA,"Wisconsin","Florence",NA,NA,184880
NA,NA,"Wisconsin","Fond du Lac",NA,NA,246310
NA,NA,"Wisconsin","Forest",NA,NA,197470
NA,NA,"Wisconsin","Grant",NA,NA,214230
NA,NA,"Wisconsin","Green",NA,NA,267070
NA,NA,"Wisconsin","Green Lake",NA,NA,229920
NA,NA,"Wisconsin","Iowa",NA,NA,275850
NA,NA,"Wisconsin","Iron",NA,NA,177090
NA,NA,"Wisconsin","Jackson",NA,NA,209320
NA,NA,"Wisconsin","Jefferson",NA,NA,323430
NA,NA,"Wisconsin","Juneau",NA,NA,189680
NA,NA,"Wisconsin","Kenosha",NA,NA,305440
NA,NA,"Wisconsin","Kewaunee",NA,NA,236050
NA,NA,"Wisconsin","La Crosse",NA,NA,299800
NA,NA,"Wisconsin","Lafayette",NA,NA,207620
NA,NA,"Wisconsin","Langlade",NA,NA,168870
NA,NA,"Wisconsin","Lincoln",NA,NA,205690
NA,NA,"Wisconsin","Manitowoc",NA,NA,229280
NA,NA,"Wisconsin","Marathon",NA,NA,265570
NA,NA,"Wisconsin","Marinette",NA,NA,169290
NA,NA,"Wisconsin","Marquette",NA,NA,224590
NA,NA,"Wisconsin","Menominee",NA,NA,117630
NA,NA,"Wisconsin","Monroe",NA,NA,224160
NA,NA,"Wisconsin","Oconto",NA,NA,245820
NA,NA,"Wisconsin","Oneida",NA,NA,254480
NA,NA,"Wisconsin","Outagamie",NA,NA,313670
NA,NA,"Wisconsin","Ozaukee",NA,NA,459900
NA,NA,"Wisconsin","Pepin",NA,NA,229280
NA,NA,"Wisconsin","Pierce",NA,NA,343320
NA,NA,"Wisconsin","Polk",NA,NA,290230
NA,NA,"Wisconsin","Portage",NA,NA,274540
NA,NA,"Wisconsin","Price",NA,NA,173460
NA,NA,"Wisconsin","Racine",NA,NA,288650
NA,NA,"Wisconsin","Richland",NA,NA,210820
NA,NA,"Wisconsin","Rock",NA,NA,270420
NA,NA,"Wisconsin","Rusk",NA,NA,174420
NA,NA,"Wisconsin","St. Croix",NA,NA,400830
NA,NA,"Wisconsin","Sauk",NA,NA,330160
NA,NA,"Wisconsin","Sawyer",NA,NA,252130
NA,NA,"Wisconsin","Shawano",NA,NA,207080
NA,NA,"Wisconsin","Sheboygan",NA,NA,276710
NA,NA,"Wisconsin","Taylor",NA,NA,210390
NA,NA,"Wisconsin","Trempealeau",NA,NA,231310
NA,NA,"Wisconsin","Vernon",NA,NA,238890
NA,NA,"Wisconsin","Vilas",NA,NA,320230
NA,NA,"Wisconsin","Walworth",NA,NA,380010
NA,NA,"Wisconsin","Washburn",NA,NA,241350
NA,NA,"Wisconsin","Washington",NA,NA,400940
NA,NA,"Wisconsin","Waupaca",NA,NA,225650
NA,NA,"Wisconsin","Waushara",NA,NA,216800
NA,NA,"Wisconsin","Wood",NA,NA,228430
NA,NA,"Wyoming","Albany",NA,NA,344730
NA,NA,"Wyoming","Big Horn",NA,NA,224120
NA,NA,"Wyoming","Campbell",NA,NA,288930
NA,NA,"Wyoming","Carbon",NA,NA,230540
NA,NA,"Wyoming","Converse",NA,NA,303010
NA,NA,"Wyoming","Crook",NA,NA,295860
NA,NA,"Wyoming","Fremont",NA,NA,278270
NA,NA,"Wyoming","Goshen",NA,NA,248040
NA,NA,"Wyoming","Hot Springs",NA,NA,235510
NA,NA,"Wyoming","Johnson",NA,NA,338310
NA,NA,"Wyoming","Laramie",NA,NA,391530
NA,NA,"Wyoming","Lincoln",NA,NA,385720
NA,NA,"Wyoming","Natrona",NA,NA,320460
NA,NA,"Wyoming","Niobrara",NA,NA,229300
NA,NA,"Wyoming","Park",NA,NA,414600
NA,NA,"Wyoming","Platte",NA,NA,308390
NA,NA,"Wyoming","Sheridan",NA,NA,408810
NA,NA,"Wyoming","Sublette",NA,NA,389450
NA,NA,"Wyoming","Sweetwater",NA,NA,260250
NA,NA,"Wyoming","Teton",NA,NA,1691440
NA,NA,"Wyoming","Uinta",NA,NA,300210
NA,NA,"Wyoming","Washakie",NA,NA,213250
NA,NA,"Wyoming","Weston",NA,NA,229510
