GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,AUQ8E001,AUQ8E002,AUQ8E003,AUQ8E004,AUQ8E005,AUQ8E006,AUQ8E007,AUQ8E008,AUQ8E009,AUQ8E010,AUQ8E011,AUQ8E012,AUQ8E013,AUQ8E014,AUQ8E015,AUQ8E016,AUQ8E017,AUQ8E018,AUQ8E019,AUQ8E020,AUQ8E021,AUQ8E022,AUQ8E023,AUQ8E024,AUQ8E025,AURUE001,NAME_M,AUO6M001,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010,AUQ8M001,AUQ8M002,AUQ8M003,AUQ8M004,AUQ8M005,AUQ8M006,AUQ8M007,AUQ8M008,AUQ8M009,AUQ8M010,AUQ8M011,AUQ8M012,AUQ8M013,AUQ8M014,AUQ8M015,AUQ8M016,AUQ8M017,AUQ8M018,AUQ8M019,AUQ8M020,AUQ8M021,AUQ8M022,AUQ8M023,AUQ8M024,AUQ8M025,AURUM001
"G2901870","2020-2024","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29187",,,"29187","St. Francois County, Missouri",66999,66999,60518,1873,239,253,18,597,3501,1386,2115,47231,714,0,0,0,0,11,2,61,78,134,475,1030,1206,1550,876,14166,3271,4372,6620,4518,5201,2169,442,335,57477,"St. Francois County, Missouri",-555555555,-555555555,570,193,153,91,20,404,519,455,346,140,210,29,29,29,29,15,4,65,52,131,129,261,257,309,195,791,413,504,786,457,595,321,156,150,4527
"G2901890","2020-2024","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29189",,,"29189","St. Louis County, Missouri",995569,995569,618307,240070,1148,48760,213,17813,69258,33911,35347,693174,6272,177,118,18,157,197,145,502,1018,959,3010,3318,5643,7522,8946,123672,19579,40651,88282,54287,187342,100233,23567,17559,82936,"St. Louis County, Missouri",-555555555,-555555555,3089,1926,354,1065,96,2278,3549,2666,2235,14,607,113,105,22,210,99,89,225,288,312,505,588,592,869,855,3042,1237,1654,2863,2191,3365,2490,1386,1324,1390
"G2901950","2020-2024","MO",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29195",,,"29195","Saline County, Missouri",23231,23231,18438,1138,30,144,321,1142,2018,991,1027,14816,551,37,4,26,10,60,17,17,90,28,197,204,368,180,238,4788,728,1050,1854,1011,2152,926,209,71,57931,"Saline County, Missouri",-555555555,-555555555,317,208,29,85,101,327,444,346,241,207,224,35,5,34,12,36,27,29,125,20,115,102,92,80,129,416,202,191,248,212,307,180,92,51,4575
"G2901970","2020-2024","MO",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29197",,,"29197","Schuyler County, Missouri",4038,4038,3833,8,10,22,0,0,165,78,87,2622,5,0,0,0,0,0,32,0,0,2,53,19,50,10,13,1239,162,145,301,281,191,86,3,30,61205,"Schuyler County, Missouri",-555555555,-555555555,68,9,13,29,12,12,66,60,44,31,7,12,12,12,12,12,39,12,12,3,32,17,26,15,9,100,56,47,70,82,55,36,6,33,8487
"G2901990","2020-2024","MO",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29199",,,"29199","Scotland County, Missouri",4686,4686,4500,6,8,2,20,2,148,37,111,2944,16,0,0,0,0,0,0,1,0,11,496,91,74,24,49,841,88,281,373,152,286,152,9,0,68913,"Scotland County, Missouri",-555555555,-555555555,37,15,10,3,25,4,46,38,28,28,23,12,12,12,12,12,12,6,12,10,117,77,40,28,35,143,41,88,115,53,84,62,12,12,9762
"G2902010","2020-2024","MO",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29201",,,"29201","Scott County, Missouri",37933,37933,31009,3501,8,33,45,98,3239,1090,2149,25710,316,0,8,0,5,21,40,9,53,61,547,385,590,712,432,9117,1375,1529,3219,1618,3800,1637,129,107,62782,"Scott County, Missouri",-555555555,-555555555,247,305,7,38,4,110,393,254,309,164,115,26,15,26,7,21,56,11,44,41,196,152,169,174,183,542,255,226,443,233,436,299,64,71,4395
"G2902030","2020-2024","MO",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29203",,,"29203","Shannon County, Missouri",7177,7177,6622,14,31,30,0,19,461,47,414,5090,92,0,0,0,0,0,0,0,3,12,106,126,176,217,109,2078,234,303,575,407,414,195,33,10,55222,"Shannon County, Missouri",-555555555,-555555555,26,19,30,26,17,22,43,41,55,62,64,17,17,17,17,17,17,17,6,13,56,60,74,88,81,224,86,86,135,183,139,70,26,18,9830
"G2902050","2020-2024","MO",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29205",,,"29205","Shelby County, Missouri",5986,5986,5625,98,2,21,0,18,222,103,119,4114,32,0,0,0,0,0,0,4,15,10,43,108,77,35,72,1714,120,281,524,317,560,173,15,14,51594,"Shelby County, Missouri",-555555555,-555555555,41,50,3,9,17,19,68,56,33,30,19,17,17,17,17,17,17,7,23,15,27,57,69,22,28,192,35,62,133,72,116,66,12,17,5271
"G2902070","2020-2024","MO",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29207",,,"29207","Stoddard County, Missouri",28470,28470,26612,316,137,42,41,97,1225,638,587,20030,323,0,0,0,0,5,26,1,63,113,518,401,786,615,415,7144,1301,1564,1903,1498,2202,921,154,77,57957,"Stoddard County, Missouri",-555555555,-555555555,312,87,110,42,51,69,330,311,95,77,103,23,23,23,23,8,33,4,38,79,130,128,238,150,100,428,229,218,232,263,331,209,92,53,3823
"G2902090","2020-2024","MO",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29209",,,"29209","Stone County, Missouri",32048,32048,29929,104,123,89,5,350,1448,602,846,24971,92,55,4,2,4,5,0,8,17,90,256,150,496,468,389,7403,1222,2125,3713,2270,4216,1507,245,234,63520,"Stone County, Missouri",-555555555,-555555555,250,45,62,42,7,116,241,239,87,42,50,64,8,5,7,8,26,10,16,70,129,64,147,141,123,454,224,282,362,357,371,312,91,100,2592
"G2902110","2020-2024","MO",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29211",,,"29211","Sullivan County, Missouri",5857,5857,4691,157,24,60,0,390,535,462,73,4093,67,8,0,0,21,4,3,3,10,11,62,61,53,84,96,1840,126,232,444,332,379,195,24,38,56964,"Sullivan County, Missouri",-555555555,-555555555,98,65,24,63,17,119,131,129,25,61,29,19,17,17,22,6,6,5,16,11,44,38,28,50,45,153,55,66,119,75,98,63,18,41,4179
"G2902130","2020-2024","MO",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29213",,,"29213","Taney County, Missouri",56529,56529,48837,1065,147,569,0,1138,4773,3026,1747,39109,376,17,31,8,0,89,20,20,143,45,309,303,427,602,1009,10704,2380,3531,5760,3555,6441,2226,532,581,56497,"Taney County, Missouri",-555555555,-555555555,448,161,61,97,29,305,521,447,228,147,163,23,32,13,29,103,30,30,121,37,109,99,117,204,251,679,369,419,552,423,662,311,218,190,3805
"G2902150","2020-2024","MO",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29215",,,"29215","Texas County, Missouri",25161,25161,22463,912,68,37,0,256,1425,615,810,17881,190,27,0,0,0,2,0,0,1,33,443,233,540,586,375,6124,1344,1472,2343,1224,1552,1119,208,65,50036,"Texas County, Missouri",-555555555,-555555555,233,134,45,25,23,116,302,231,152,170,87,38,23,23,23,4,23,23,2,41,155,76,180,141,125,425,274,237,299,215,225,313,98,54,4346
"G2902170","2020-2024","MO",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29217",,,"29217","Vernon County, Missouri",19687,19687,18326,177,24,155,1,305,699,158,541,13386,148,0,0,0,0,0,0,11,21,30,293,255,278,209,234,4722,754,1098,1562,1553,1410,516,179,113,52230,"Vernon County, Missouri",-555555555,-555555555,109,67,17,34,3,153,121,87,110,86,82,19,19,19,19,19,19,14,37,35,78,127,129,84,103,392,168,206,262,346,267,119,95,64,3655
"G2902190","2020-2024","MO",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29219",,,"29219","Warren County, Missouri",37177,37177,33419,407,168,159,2,393,2629,1242,1387,25802,562,0,0,20,0,0,0,11,11,57,226,426,394,399,352,8341,1481,2156,3670,2492,3731,1248,89,136,81209,"Warren County, Missouri",-555555555,-555555555,397,187,166,74,4,129,517,487,228,197,216,26,26,34,26,26,26,18,19,54,129,193,145,151,124,617,297,352,369,339,397,264,52,89,5304
"G2902210","2020-2024","MO",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29221",,,"29221","Washington County, Missouri",23470,23470,21617,416,6,31,0,135,1265,542,723,16279,189,9,0,24,0,31,4,11,5,62,396,313,606,412,302,5879,1239,1297,1721,1872,1256,583,47,21,56043,"Washington County, Missouri",-555555555,-555555555,239,55,10,29,23,81,246,250,60,81,112,16,23,27,23,43,7,13,6,69,152,125,148,132,113,429,218,263,261,338,312,179,36,21,6053
"G2902230","2020-2024","MO",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29223",,,"29223","Wayne County, Missouri",10862,10862,10151,46,0,30,0,116,519,163,356,8048,64,30,0,34,0,0,0,0,46,45,248,239,330,321,118,2891,450,457,1158,596,646,313,55,7,47226,"Wayne County, Missouri",-555555555,-555555555,180,35,19,46,19,78,143,131,61,49,50,36,19,50,19,19,19,19,36,39,103,100,116,110,59,325,121,118,205,145,189,99,66,10,4530
"G2902250","2020-2024","MO",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29225",,,"29225","Webster County, Missouri",40500,40500,37143,434,126,49,66,213,2469,1482,987,26015,428,0,0,0,0,0,10,0,33,81,891,217,459,570,405,8706,1792,1825,3234,2594,3203,1245,181,141,71155,"Webster County, Missouri",-555555555,-555555555,507,212,70,53,76,137,560,526,252,89,181,26,26,26,26,26,16,26,38,51,321,92,161,174,139,639,349,353,317,449,438,340,95,92,2974
"G2902270","2020-2024","MO",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29227",,,"29227","Worth County, Missouri",1934,1934,1842,2,4,0,0,2,84,16,68,1385,24,0,0,0,0,0,0,0,0,0,3,6,17,8,11,580,77,128,122,117,180,65,33,14,47847,"Worth County, Missouri",-555555555,-555555555,7,5,8,12,12,3,12,18,19,43,18,12,12,12,12,12,12,12,12,12,3,7,14,8,14,64,37,39,47,43,45,35,23,12,10123
"G2902290","2020-2024","MO",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29229",,,"29229","Wright County, Missouri",18965,18965,17449,103,14,65,0,335,999,447,552,12572,176,0,16,0,0,0,0,17,0,124,618,132,424,160,313,4154,802,1010,1489,1143,1233,647,64,50,47909,"Wright County, Missouri",-555555555,-555555555,231,90,20,56,19,173,244,241,113,97,105,19,24,19,19,19,19,17,19,122,174,60,179,83,127,475,199,214,264,245,256,193,53,45,4190
"G2905100","2020-2024","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US29510",,,"29510","St. Louis city, Missouri",288512,288512,131235,121932,723,10200,77,5695,18650,7785,10865,210685,2757,111,16,23,60,104,124,161,462,640,1787,1358,2937,4782,4010,42232,8504,12157,27901,13879,47524,25925,7190,6041,56160,"St. Louis city, Missouri",-555555555,-555555555,616,1090,258,332,78,860,1335,813,1067,40,525,82,18,42,88,74,105,91,186,250,382,300,452,670,619,1692,942,923,1438,1005,1505,1265,624,710,1305
"G3000010","2020-2024","MT",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30001",,,"30001","Beaverhead County, Montana",9713,9713,8870,52,129,29,2,59,572,263,309,6862,55,0,0,0,0,0,2,44,0,0,10,83,39,134,132,1314,391,364,1093,616,1871,429,168,117,61268,"Beaverhead County, Montana",-555555555,-555555555,119,61,68,32,4,54,153,116,98,39,55,16,16,16,16,16,2,39,16,16,9,60,38,82,67,222,153,94,203,142,214,122,79,58,2995
"G3000030","2020-2024","MT",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30003",,,"30003","Big Horn County, Montana",12891,12891,3851,34,8607,25,0,14,360,122,238,7486,40,0,0,0,2,14,13,6,17,15,90,156,163,249,7,1990,517,337,1577,959,920,293,91,30,58750,"Big Horn County, Montana",-555555555,-555555555,151,45,144,32,18,20,160,65,139,98,40,18,18,18,3,22,16,8,22,23,51,104,81,101,12,247,148,97,196,219,189,98,79,22,2019
"G3000050","2020-2024","MT",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30005",,,"30005","Blaine County, Montana",6949,6949,3069,29,3351,7,0,0,493,83,410,4313,30,0,0,0,2,0,0,0,12,1,109,65,17,121,43,961,225,267,837,592,711,233,46,41,64813,"Blaine County, Montana",-555555555,-555555555,18,26,142,7,16,16,145,57,138,66,17,16,16,16,4,16,16,16,19,4,46,31,13,60,29,129,84,61,106,100,122,60,25,24,5933
"G3000070","2020-2024","MT",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30007",,,"30007","Broadwater County, Montana",7668,7668,6837,17,90,15,0,12,697,456,241,5736,126,0,0,0,0,0,0,0,0,29,50,118,11,46,98,1278,252,281,1139,742,1240,283,43,0,70374,"Broadwater County, Montana",-555555555,-555555555,172,24,55,24,16,24,179,217,136,80,127,16,16,16,16,16,16,16,16,28,51,104,17,41,62,236,101,128,295,261,351,121,35,16,6632
"G3000090","2020-2024","MT",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30009",,,"30009","Carbon County, Montana",11116,11116,10137,31,36,3,26,204,679,223,456,8582,46,0,0,0,0,0,0,9,0,8,24,16,36,73,81,2199,404,529,1358,832,1936,828,103,100,80261,"Carbon County, Montana",-555555555,-555555555,136,57,41,6,31,126,145,88,87,21,31,18,18,18,18,18,18,14,18,11,25,21,37,86,44,288,127,138,200,206,221,240,60,68,9036
"G3000110","2020-2024","MT",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30011",,,"30011","Carter County, Montana",1308,1308,1167,2,2,0,0,11,126,61,65,996,0,0,0,0,0,0,8,0,0,0,5,0,0,40,10,282,33,130,188,94,156,32,15,3,54167,"Carter County, Montana",136,136,133,6,3,11,11,10,58,48,43,92,11,11,11,11,11,11,10,11,11,11,5,11,11,31,14,62,17,31,55,29,37,15,15,4,12202
"G3000130","2020-2024","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30013",,,"30013","Cascade County, Montana",84606,84606,70806,1108,2852,924,5,1662,7249,2749,4500,58253,394,5,0,0,2,2,0,67,53,15,533,393,530,616,634,15329,3491,4446,8734,6451,10460,4490,1093,515,67690,"Cascade County, Montana",-555555555,-555555555,570,172,337,168,11,455,610,464,443,120,174,8,27,27,7,5,27,50,44,23,159,123,165,159,134,752,394,394,535,516,643,502,254,194,2796
"G3000150","2020-2024","MT",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30015",,,"30015","Chouteau County, Montana",5906,5906,4550,4,987,8,0,21,336,113,223,4209,6,0,0,0,0,0,9,0,0,38,22,68,31,30,70,1357,226,289,669,426,709,214,17,28,58218,"Chouteau County, Montana",-555555555,-555555555,71,5,67,9,16,28,87,47,82,81,7,16,16,16,16,16,10,16,16,28,23,58,26,25,37,185,83,81,94,88,118,58,13,24,4666
"G3000170","2020-2024","MT",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30017",,,"30017","Custer County, Montana",11961,11961,10817,4,220,54,0,68,798,341,457,8668,49,0,0,0,0,0,0,0,1,17,35,40,41,76,116,2410,350,729,1351,1111,1766,405,66,105,70605,"Custer County, Montana",-555555555,-555555555,123,7,64,31,18,42,137,118,71,56,42,18,18,18,18,18,18,18,2,25,26,29,36,48,53,255,91,167,228,191,196,104,42,49,6843
"G3000190","2020-2024","MT",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30019",,,"30019","Daniels County, Montana",1494,1494,1369,4,21,9,0,19,72,66,6,1160,3,0,0,0,0,0,0,0,0,0,2,2,15,19,21,301,55,83,161,217,227,38,16,0,55625,"Daniels County, Montana",188,188,176,6,15,8,11,24,49,50,8,122,4,11,11,11,11,11,11,11,11,11,4,4,16,16,31,75,27,43,46,61,57,29,17,11,13820
"G3000210","2020-2024","MT",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30021",,,"30021","Dawson County, Montana",8827,8827,8188,23,119,29,16,101,351,85,266,6161,35,7,7,0,0,7,4,0,0,0,88,30,19,120,109,1246,305,694,1039,1110,893,346,43,59,71334,"Dawson County, Montana",-555555555,-555555555,138,19,54,21,27,91,88,65,52,92,36,8,9,16,16,12,6,16,16,16,69,33,18,70,66,236,132,174,298,219,216,150,33,59,5860
"G3000230","2020-2024","MT",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30023",,,"30023","Deer Lodge County, Montana",9597,9597,8619,34,198,23,8,68,647,341,306,7649,53,0,0,10,0,0,0,0,0,0,61,13,105,67,274,2249,484,635,1383,468,1194,463,83,107,57527,"Deer Lodge County, Montana",-555555555,-555555555,105,35,81,10,11,54,138,106,78,108,48,16,16,20,16,16,16,16,16,16,59,14,70,75,175,324,128,153,239,152,217,131,49,78,6425
"G3000250","2020-2024","MT",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30025",,,"30025","Fallon County, Montana",2760,2760,2545,0,62,0,0,0,153,19,134,1860,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,658,10,114,421,348,250,51,1,0,76250,"Fallon County, Montana",182,182,183,11,36,11,11,11,42,22,37,153,5,11,11,11,11,11,11,11,11,11,11,3,6,3,11,172,11,61,106,97,80,37,3,11,13756
"G3000270","2020-2024","MT",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30027",,,"30027","Fergus County, Montana",11687,11687,10868,66,263,76,0,88,326,186,140,8486,30,0,0,0,0,0,0,0,1,5,95,57,70,85,72,2410,661,822,1324,819,1552,337,64,82,63706,"Fergus County, Montana",-555555555,-555555555,91,53,103,57,18,96,108,98,59,70,28,18,18,18,18,18,18,18,3,9,54,40,52,65,60,285,193,164,232,157,264,105,52,42,4994
"G3000290","2020-2024","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30029",,,"30029","Flathead County, Montana",110695,110695,100831,236,976,931,4,1012,6705,3172,3533,79424,249,0,0,0,4,0,47,30,19,70,286,364,764,933,808,17752,3890,5483,11441,7751,19190,7173,1844,1326,73925,"Flathead County, Montana",-555555555,-555555555,467,111,214,98,8,313,553,508,303,163,132,27,27,27,6,27,64,39,29,83,162,173,364,225,236,1128,583,611,791,722,996,624,278,269,2517
"G3000310","2020-2024","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30031",,,"30031","Gallatin County, Montana",124074,124074,110173,555,755,1560,13,2563,8455,4719,3736,81048,441,8,0,0,0,0,2,59,180,29,64,158,313,489,530,11885,2021,4673,10952,5254,27561,10286,2927,3216,93528,"Gallatin County, Montana",-555555555,-555555555,697,173,191,266,16,603,938,821,389,160,315,14,27,27,27,27,5,55,142,33,28,128,146,195,163,986,302,532,798,486,1204,795,495,534,3326
"G3000330","2020-2024","MT",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30033",,,"30033","Garfield County, Montana",1094,1094,1058,0,12,0,0,0,24,5,19,772,0,0,0,0,0,0,0,0,0,0,3,1,1,9,15,246,24,50,156,105,122,27,11,2,69583,"Garfield County, Montana",127,127,128,11,11,11,11,11,23,4,22,96,11,11,11,11,11,11,11,11,11,11,6,3,3,6,11,57,14,18,46,26,38,18,11,3,16791
"G3000350","2020-2024","MT",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30035",,,"30035","Glacier County, Montana",13637,13637,4115,34,8812,81,32,77,486,82,404,8226,54,0,0,0,15,0,0,0,12,25,315,102,278,305,132,1925,425,484,1653,1147,800,461,79,14,46875,"Glacier County, Montana",-555555555,-555555555,73,32,187,6,52,63,159,69,137,91,72,18,18,18,21,18,18,18,23,40,295,49,108,92,60,290,124,143,230,193,168,120,50,17,11273
"G3000370","2020-2024","MT",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30037",,,"30037","Golden Valley County, Montana",899,899,813,7,7,0,1,3,68,30,38,676,0,0,0,0,0,0,0,0,0,0,58,10,18,3,2,199,14,49,138,44,107,27,5,2,58333,"Golden Valley County, Montana",128,128,116,6,22,11,3,4,43,23,34,81,11,11,11,11,11,11,11,11,11,11,29,8,18,6,2,49,11,22,51,17,35,10,4,3,10418
"G3000390","2020-2024","MT",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30039",,,"30039","Granite County, Montana",3462,3462,3134,9,63,32,2,17,205,139,66,2700,3,0,0,0,0,0,0,5,0,0,15,19,50,41,39,736,70,183,349,266,769,89,46,20,59265,"Granite County, Montana",-555555555,-555555555,83,15,54,49,3,25,93,83,42,107,4,11,11,11,11,11,11,8,11,11,21,23,38,29,25,118,39,65,115,85,113,44,35,30,11108
"G3000410","2020-2024","MT",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30041",,,"30041","Hill County, Montana",16155,16155,10970,41,3675,27,7,197,1238,251,987,9999,77,0,0,0,0,0,0,16,22,7,66,84,164,315,159,2996,523,609,1682,839,1733,494,70,143,52798,"Hill County, Montana",-555555555,-555555555,182,39,273,34,9,131,312,145,291,125,50,18,18,18,18,18,18,24,32,12,61,54,72,140,78,325,132,145,257,150,258,151,45,74,5536
"G3000430","2020-2024","MT",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30043",,,"30043","Jefferson County, Montana",12774,12774,11717,4,188,50,0,117,698,230,468,9426,119,0,0,0,0,9,5,0,19,9,108,96,39,79,88,2363,387,624,1267,1182,1861,763,256,152,95490,"Jefferson County, Montana",-555555555,-555555555,100,9,87,22,18,81,124,85,94,48,81,18,18,18,18,15,8,18,21,16,72,78,26,40,75,298,112,139,224,280,258,163,90,81,18478
"G3000450","2020-2024","MT",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30045",,,"30045","Judith Basin County, Montana",2071,2071,1868,0,29,0,0,106,68,49,19,1491,39,0,0,0,0,0,0,0,0,0,5,5,13,26,14,344,44,103,227,209,363,62,23,14,59000,"Judith Basin County, Montana",-555555555,-555555555,65,11,23,11,11,66,58,56,16,76,30,11,11,11,11,11,11,11,11,11,7,6,13,20,8,76,19,34,45,92,76,21,14,11,8593
"G3000470","2020-2024","MT",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30047",,,"30047","Lake County, Montana",32561,32561,21367,71,6608,218,58,287,3952,846,3106,23089,126,0,0,31,3,1,11,12,28,28,256,153,233,267,501,4845,965,1696,3881,2776,4730,1755,473,318,63360,"Lake County, Montana",-555555555,-555555555,255,39,461,54,12,124,496,254,483,87,71,24,24,31,5,3,14,13,27,23,88,81,105,89,158,400,178,218,340,244,358,210,118,116,3063
"G3000490","2020-2024","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30049",,,"30049","Lewis and Clark County, Montana",73464,73464,66597,417,965,359,0,648,4478,1860,2618,52407,177,0,0,1,0,0,26,64,27,31,162,216,527,649,820,9694,2244,3316,6650,5248,14916,5299,1482,858,78237,"Lewis and Clark County, Montana",-555555555,-555555555,514,118,250,134,27,275,540,395,351,155,98,27,27,6,27,27,42,70,32,41,107,162,204,230,386,739,412,403,555,618,777,531,281,220,3203
"G3000510","2020-2024","MT",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30051",,,"30051","Liberty County, Montana",1952,1952,1823,0,46,14,0,7,62,3,59,1361,18,0,0,0,0,0,0,0,0,3,104,23,17,27,28,274,68,98,210,112,303,64,11,1,57857,"Liberty County, Montana",-555555555,-555555555,32,11,31,17,11,10,26,4,27,74,16,11,11,11,11,11,11,11,11,6,70,27,13,36,23,93,40,43,58,43,82,36,9,3,11761
"G3000530","2020-2024","MT",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30053",,,"30053","Lincoln County, Montana",21175,21175,19142,12,240,61,28,92,1600,782,818,16303,105,0,0,0,0,0,2,0,37,14,265,292,320,219,301,5311,912,1012,2955,1469,2127,735,205,22,47143,"Lincoln County, Montana",-555555555,-555555555,234,20,87,43,25,70,244,244,123,78,73,21,21,21,21,21,3,21,56,23,107,132,143,129,115,554,205,207,435,248,313,175,105,22,5050
"G3000550","2020-2024","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30055",,,"30055","McCone County, Montana",1670,1670,1538,0,42,17,0,0,73,4,69,1299,3,0,0,0,0,0,0,0,0,0,0,8,8,10,1,371,49,133,260,153,240,48,10,5,69375,"McCone County, Montana",128,128,126,11,31,24,11,11,41,10,39,120,4,11,11,11,11,11,11,11,11,11,11,10,9,7,3,77,37,52,62,47,77,26,12,6,16254
"G3000570","2020-2024","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US30057",,,"30057","Madison County, Montana",9223,9223,8474,0,84,42,0,193,430,148,282,7194,66,0,0,0,0,0,0,0,15,5,76,55,84,85,55,1594,232,455,1490,638,1746,434,81,83,75250,"Madison County, Montana",-555555555,-555555555,144,16,59,45,16,107,106,87,56,54,54,16,16,16,16,16,16,16,20,8,57,46,61,51,31,176,59,104,237,123,228,111,36,44,4431
